substance,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
0,2020,Deep Symbolic Superoptimization Without Human Knowledge,26,7,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_370_paper.json,3,0,3,4,1,0,1,6,0,1,0,4,0,0,0,0,1,0,5,29,2,3,42,18,1,39,0,12,1,5,1,3,2,4,2,0,4,1,89,229,5,0.0,0.0,0.0,2.0,3.0,1.0
1,2020,Locality and Compositionality in Zero-Shot Learning,60,21,16,2,5,2,1,1,13,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2020_225_paper.json,1,0,10,2,6,4,4,2,0,0,0,3,1,0,0,0,3,1,3,40,2,5,33,7,0,57,4,13,0,6,2,0,0,1,2,0,1,3,43,179,43,0.0,1.0,12.0,14.0,18.0,0.0
1,2020,The Gambler's Problem and Beyond,29,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_337_paper.json,1,0,3,1,1,2,0,1,0,0,0,0,0,0,3,0,0,0,10,22,11,1,24,3,0,60,2,2,2,1,1,0,0,0,3,0,0,0,224,334,0,0.0,0.0,0.0,0.0,0.0,0.0
0,2018,Unsupervised Representation Learning by Predicting Image Rotations,34,15,10,0,4,0,0,4,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2018_74_paper.json,0,0,2,0,0,0,2,3,0,2,0,3,1,0,0,0,0,2,0,15,0,0,10,6,3,45,2,25,0,20,0,0,0,0,0,0,1,1,15,128,2096,0.0,0.0,6.0,110.0,657.0,226.0
0,2019,PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees,29,7,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2019_308_paper.json,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,1,6,5,6,24,12,3,38,7,22,10,10,1,1,2,0,0,2,5,1,50,199,296,0.0,29.0,64.0,93.0,119.0,62.0
0,2020,Input Complexity and Out-of-distribution Detection with Likelihood-based Generative Models,32,11,1,6,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,3,3.0,4.0,poor,ICLR_2020_79_paper.json,0,0,4,0,2,1,4,7,0,0,0,3,1,0,1,0,0,0,3,26,0,2,27,1,1,50,5,10,0,12,2,1,1,0,3,4,2,2,31,154,151,0.0,3.0,40.0,57.0,58.0,21.0
1,2019,Disjoint Mapping Network for Cross-modal Matching of Voices and Faces,26,8,5,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2019_32_paper.json,0,1,2,1,3,1,0,4,0,0,0,3,2,0,2,1,0,1,4,25,4,3,31,7,0,76,2,20,2,21,0,1,3,1,4,2,3,1,104,285,41,1.0,9.0,9.0,13.0,11.0,4.0
1,2018,Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering,36,20,5,4,1,1,0,0,0,0,11,3,0,0,0,0,0,0,1,0,1,0,0,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2018_64_paper.json,0,0,2,2,3,3,0,6,2,1,1,6,0,0,1,0,1,0,6,34,4,1,21,12,0,35,4,16,3,13,4,4,2,4,4,1,3,5,28,164,142,25.0,40.0,35.0,29.0,14.0,5.0
0,2020,IMPACT: Importance Weighted Asynchronous Architectures with Clipped Target Networks,17,6,9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_315_paper.json,0,0,2,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,10,3,1,19,3,0,25,0,2,2,12,0,2,0,2,0,1,1,1,31,105,10,1.0,0.0,3.0,2.0,4.0,0.0
0,2018,Towards Neural Phrase-based Machine Translation,33,15,7,4,1,4,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2018_152_paper.json,0,0,3,1,2,3,2,7,1,2,0,1,4,0,0,0,0,1,6,33,2,1,20,1,0,37,5,9,4,5,4,0,1,1,3,0,4,6,56,159,40,10.0,13.0,8.0,9.0,3.0,0.0
0,2020,Improving Generalization in Meta Reinforcement Learning using Learned Objectives,61,18,12,11,10,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Accept (Spotlight),Accepted,6,6,8.0,6.67,good,ICLR_2020_623_paper.json,0,0,6,3,3,0,1,5,1,0,0,7,1,0,1,0,1,0,7,36,1,2,36,15,2,41,1,15,2,12,2,2,1,7,3,3,4,8,44,201,78,0.0,3.0,25.0,29.0,25.0,7.0
0,2020,Optimistic Exploration even with a Pessimistic Initialisation,41,13,7,2,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_125_paper.json,2,0,6,1,2,3,10,13,1,0,1,14,2,0,1,0,2,0,6,64,4,1,51,13,1,73,8,25,2,17,1,3,1,6,2,2,2,3,108,323,28,0.0,0.0,6.0,14.0,8.0,4.0
0,2020,Shifted and Squeezed 8-bit Floating Point format for Low-Precision Training of Deep Neural Networks,26,11,6,1,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Accept (Poster),Accepted,6,6,1.0,4.33,good,ICLR_2020_284_paper.json,0,0,3,2,3,1,1,3,0,0,0,1,1,1,0,0,0,0,4,20,1,0,14,3,1,13,0,8,0,4,1,1,1,0,0,0,0,2,35,84,26,0.0,1.0,7.0,10.0,7.0,7.0
1,2019,Self-Monitoring Navigation Agent via Auxiliary Progress Estimation,55,29,6,1,3,0,6,2,12,2,4,1,4,3,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,8.0,7.0,good,ICLR_2019_390_paper.json,0,0,1,0,3,3,2,3,0,0,0,4,0,1,1,0,1,1,3,23,2,1,13,18,2,43,3,17,2,19,0,1,3,2,3,1,3,1,48,182,171,1.0,32.0,41.0,51.0,51.0,19.0
1,2019,Pay Less Attention with Lightweight and Dynamic Convolutions,58,33,20,5,4,6,0,0,3,4,6,3,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Oral),Accepted,8,8,8.0,8.0,good,ICLR_2019_16_paper.json,1,0,2,2,0,5,2,12,4,4,0,2,1,0,0,0,2,1,6,44,1,0,13,4,0,19,2,13,2,12,1,1,0,1,0,1,3,2,25,100,451,2.0,79.0,147.0,138.0,97.0,36.0
1,2020,On the interaction between supervision and self-play in emergent communication,40,23,3,11,6,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2020_480_paper.json,0,0,5,0,4,3,1,5,0,0,1,4,2,0,1,0,1,2,1,30,2,1,25,7,2,56,3,13,1,10,5,0,1,1,0,3,1,1,26,158,40,0.0,1.0,13.0,20.0,5.0,3.0
0,2018,Variational Inference of Disentangled Latent Concepts from Unlabeled Observations,58,24,16,3,12,5,0,1,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2018_91_paper.json,2,0,4,2,2,2,3,3,0,1,0,4,0,1,1,0,1,1,5,32,3,0,27,10,5,26,2,5,1,4,2,1,3,1,2,1,0,1,36,130,369,26.0,70.0,102.0,90.0,86.0,32.0
1,2019,A Variational Inequality Perspective on Generative Adversarial Networks,51,23,0,11,7,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,7.0,7.67,good,ICLR_2019_405_paper.json,3,1,5,6,3,5,0,2,1,2,0,9,1,2,7,0,4,4,17,72,5,3,27,11,4,81,10,17,6,5,1,5,3,0,1,1,5,4,141,330,255,16.0,48.0,71.0,63.0,64.0,19.0
0,2020,An Inductive Bias for Distances: Neural Nets that Respect the Triangle Inequality,42,5,7,0,4,2,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,Accept (Poster),Accepted,8,3,8.0,6.33,good,ICLR_2020_132_paper.json,0,0,0,2,1,3,2,9,0,1,1,4,1,0,3,0,1,0,7,35,2,2,24,1,2,50,1,19,2,11,0,1,1,3,1,0,2,2,116,240,12,0.0,0.0,2.0,3.0,7.0,1.0
1,2019,Quasi-hyperbolic momentum and Adam for deep learning,69,35,6,5,4,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,7,8.0,7.0,good,ICLR_2019_290_paper.json,1,2,5,1,3,8,4,19,3,1,1,6,1,3,6,0,3,2,14,83,7,2,47,8,2,68,2,10,4,8,7,2,1,2,0,0,2,4,123,299,91,0.0,18.0,29.0,24.0,20.0,7.0
0,2020,Understanding Why Neural Networks Generalize Well Through GSNR of Parameters,18,5,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Spotlight),Accepted,6,6,3.0,5.0,good,ICLR_2020_596_paper.json,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,2,1,0,8,1,0,18,2,0,62,0,10,0,3,0,1,0,0,0,0,3,2,55,157,26,0.0,0.0,10.0,9.0,7.0,1.0
0,2020,Guiding Program Synthesis by Learning to Generate Examples,46,14,0,8,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,3,8.0,6.33,good,ICLR_2020_344_paper.json,2,0,1,2,1,1,0,4,0,1,0,6,0,1,0,0,1,0,0,20,3,1,38,15,5,54,0,20,8,7,0,0,4,4,4,2,3,3,56,227,8,0.0,0.0,2.0,3.0,3.0,1.0
0,2018,Deep Rewiring: Training very sparse deep networks,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,5,6.0,6.33,good,ICLR_2018_169_paper.json,1,0,4,3,1,0,1,5,1,1,0,5,1,1,2,0,0,0,3,29,1,2,46,34,0,83,3,24,5,7,1,0,2,1,4,2,3,2,148,368,191,7.0,27.0,46.0,63.0,52.0,20.0
1,2019,Coarse-grain Fine-grain Coattention Network for Multi-evidence Question Answering,59,30,3,10,4,0,1,0,0,6,11,0,0,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,4.0,6.0,good,ICLR_2019_372_paper.json,11,0,8,0,9,3,0,7,1,0,0,4,5,0,3,0,0,0,16,67,67,2,48,13,12,23,2,13,1,8,0,5,3,1,3,0,0,3,117,321,51,0.0,21.0,14.0,10.0,9.0,1.0
0,2020,Semantically-Guided Representation Learning for Self-Supervised Monocular Depth,46,26,4,2,2,1,1,4,23,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_101_paper.json,0,0,2,1,2,0,3,8,2,4,0,8,0,2,0,0,1,3,5,41,0,0,13,5,0,23,1,5,1,17,1,3,0,2,0,0,0,1,26,98,122,0.0,1.0,19.0,60.0,48.0,14.0
1,2020,BREAKING  CERTIFIED  DEFENSES:  SEMANTIC  ADVERSARIAL  EXAMPLES  WITH  SPOOFED  ROBUSTNESS  CERTIFICATES,32,20,19,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2020_527_paper.json,1,0,6,1,0,2,0,1,1,0,0,3,3,0,1,0,2,0,2,23,2,0,12,7,0,30,2,15,1,6,0,1,1,0,4,0,1,2,24,108,32,1.0,1.0,13.0,8.0,9.0,1.0
1,2020,A Neural Dirichlet Process Mixture Model for Task-Free Continual Learning,50,20,1,7,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2020_395_paper.json,0,1,5,3,1,4,4,7,3,1,0,5,0,0,1,0,4,0,11,50,3,0,40,31,0,78,2,29,1,11,1,1,3,3,2,0,1,9,79,294,1,0.0,2.0,22.0,38.0,46.0,20.0
0,2020,Curvature Graph Network,38,8,6,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_22_paper.json,1,1,0,1,2,3,2,7,0,0,0,5,1,0,1,0,2,1,6,33,4,2,18,7,2,46,0,22,2,8,2,1,0,4,1,4,5,1,67,196,19,0.0,0.0,6.0,7.0,10.0,11.0
0,2019,Deterministic PAC-Bayesian generalization bounds for deep networks via generalizing noise-resilience,23,13,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,5,7,8.0,6.67,good,ICLR_2019_259_paper.json,0,1,3,0,1,5,0,0,2,0,1,9,1,0,2,0,4,5,6,40,5,0,25,2,0,212,3,21,6,8,2,1,0,2,1,2,8,6,180,484,82,0.0,23.0,16.0,21.0,23.0,8.0
0,2018,Variational Network Quantization,54,26,16,2,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2018_327_paper.json,3,1,7,3,2,1,1,6,1,0,0,4,2,0,1,0,2,2,4,40,3,2,28,16,0,31,3,11,4,9,2,2,0,1,3,1,5,4,49,174,63,15.0,15.0,13.0,13.0,8.0,2.0
0,2020,Neural Epitome Search for Architecture-Agnostic Network Compression,40,16,17,0,2,2,0,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,3,6.0,5.0,good,ICLR_2020_397_paper.json,0,0,0,2,2,0,0,6,0,1,0,1,1,0,1,0,1,1,2,18,0,2,19,22,1,32,2,11,5,14,0,2,0,2,2,0,1,2,61,178,7,0.0,0.0,1.0,6.0,0.0,0.0
0,2018,Learning to Multi-Task by Active Sampling,28,9,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,5,7,7.0,6.33,good,ICLR_2018_280_paper.json,2,0,1,5,0,2,2,7,0,2,0,6,0,0,2,0,4,2,8,43,11,7,39,36,0,76,1,22,0,25,4,2,4,2,4,1,2,4,108,348,20,4.0,5.0,8.0,4.0,5.0,1.0
0,2019,Poincare Glove: Hyperbolic Word Embeddings,42,17,9,1,3,3,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,7,6.0,6.33,good,ICLR_2019_342_paper.json,4,1,1,3,1,5,1,8,0,0,0,7,1,1,0,0,0,0,3,36,4,0,23,10,1,46,1,12,2,10,0,1,0,0,1,2,1,0,60,174,173,5.0,33.0,46.0,53.0,41.0,21.0
1,2020,Editable Neural Networks,33,8,7,1,1,3,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Accept (Poster),Accepted,6,3,8.0,5.67,good,ICLR_2020_96_paper.json,2,0,1,2,0,3,2,3,0,1,0,2,0,0,0,0,1,0,2,19,1,0,32,11,1,44,5,12,1,6,0,0,2,2,1,0,2,1,28,149,30,0.0,0.0,1.0,11.0,18.0,20.0
0,2020,Low-dimensional statistical manifold embedding of directed graphs,57,11,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,4,1,1,1,0,1,1,Accept (Poster),Accepted,8,6,6.0,6.67,good,ICLR_2020_424_paper.json,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,5,4,12,7,1,55,4,26,4,9,1,2,0,1,3,1,3,5,101,244,3,0.0,0.0,0.0,3.0,0.0,0.0
1,2020,MetaPix: Few-Shot Video Retargeting,41,13,6,4,9,4,0,3,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_236_paper.json,1,2,3,1,3,1,5,6,0,1,0,4,1,0,0,0,0,1,5,34,1,0,16,3,1,44,4,13,5,13,0,1,2,0,1,0,3,0,12,119,19,0.0,0.0,12.0,5.0,5.0,0.0
0,2020,Automatically Discovering and Learning New Visual Categories with Ranking Statistics,46,13,2,5,7,3,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,3,6,6.0,5.0,good,ICLR_2020_12_paper.json,1,0,2,2,0,1,5,9,0,0,0,6,0,0,0,0,4,1,4,35,1,0,21,10,1,46,1,15,3,18,0,2,3,2,1,0,4,2,42,172,70,0.0,0.0,6.0,28.0,39.0,18.0
0,2018,Auto-Encoding Sequential Monte Carlo,12,6,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,3,7.0,5.67,good,ICLR_2018_291_paper.json,0,1,2,3,0,3,2,3,0,0,0,3,0,0,0,1,1,0,1,20,2,1,25,8,0,53,1,12,3,9,0,0,1,0,2,1,1,2,50,171,114,24.0,26.0,24.0,24.0,8.0,8.0
0,2020,Deep Audio Priors Emerge From Harmonic Convolutional Networks,41,16,3,3,4,2,0,2,4,0,0,0,1,0,5,0,0,0,0,1,1,0,2,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_477_paper.json,3,0,3,2,0,3,2,9,0,0,0,3,2,1,6,0,3,1,7,45,3,0,8,13,1,35,1,23,2,10,0,0,1,0,1,0,3,3,27,131,19,0.0,2.0,8.0,7.0,3.0,1.0
1,2020,From Variational to Deterministic Autoencoders,58,15,7,11,10,10,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2020_142_paper.json,0,0,17,5,3,1,1,1,0,1,0,4,1,0,1,0,1,0,5,41,3,3,32,13,2,53,2,14,0,6,0,1,3,1,2,0,2,1,30,168,179,2.0,15.0,64.0,56.0,44.0,25.0
0,2020,Low-Resource Knowledge-Grounded Dialogue Generation,52,20,11,3,4,2,4,0,0,3,8,2,0,0,0,4,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,8,8.0,7.33,good,ICLR_2020_153_paper.json,1,0,2,4,5,1,5,5,0,0,0,4,1,0,0,0,0,1,5,34,2,0,20,15,1,29,2,9,4,11,1,0,0,1,2,2,1,2,56,158,27,0.0,0.0,18.0,22.0,27.0,10.0
0,2017,Tying Word Vectors and Word Classifiers: A Loss Framework for Language Modeling,26,12,10,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,7,8.0,7.0,good,ICLR_2017_170_paper.json,0,0,2,1,3,0,2,10,1,0,0,1,1,0,0,0,2,1,2,26,2,2,11,4,1,43,1,6,5,17,0,1,1,1,0,0,3,5,42,145,349,100.0,78.0,60.0,49.0,21.0,7.0
1,2020,Generative Models for Effective ML on Private Decentralized Datasets,60,27,8,4,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,8,3.0,5.67,good,ICLR_2020_304_paper.json,1,0,12,6,2,1,2,9,1,0,0,5,1,0,0,0,1,0,5,46,3,0,60,31,2,54,6,16,3,5,4,2,1,0,4,0,2,5,65,263,111,0.0,1.0,27.0,39.0,49.0,9.0
0,2019,Large Scale Graph Learning From Smooth Signals,33,3,7,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,Accept (Poster),Accepted,7,5,7.0,6.33,good,ICLR_2019_473_paper.json,0,0,6,2,0,1,1,9,1,3,0,4,1,0,1,1,0,1,6,37,1,4,35,2,1,61,2,19,1,8,0,0,0,2,0,2,2,4,90,234,50,2.0,10.0,13.0,18.0,8.0,11.0
0,2019,Improving MMD-GAN Training with Repulsive Loss Function,50,30,0,10,12,4,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_258_paper.json,3,0,6,5,3,1,2,5,0,3,0,7,3,0,3,1,1,0,9,52,5,1,30,6,2,46,4,10,2,4,3,1,6,3,4,2,3,3,94,229,52,1.0,11.0,21.0,12.0,8.0,7.0
1,2019,Unsupervised Speech Recognition via Segmental Empirical Output Distribution Matching,42,10,6,2,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2019_132_paper.json,0,1,2,5,5,7,4,9,4,2,0,4,0,0,3,0,0,1,8,55,2,0,8,7,0,52,3,17,1,16,3,0,1,0,0,0,1,8,42,161,31,0.0,6.0,6.0,6.0,14.0,0.0
0,2018,AmbientGAN: Generative models from lossy measurements,34,22,18,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Oral),Accepted,7,7,8.0,7.33,good,ICLR_2018_23_paper.json,2,0,2,1,2,3,5,4,0,1,0,1,1,0,0,0,1,0,5,28,1,3,20,4,1,77,2,26,1,18,0,1,2,1,2,0,2,3,82,246,137,21.0,28.0,30.0,37.0,22.0,9.0
0,2019,BA-Net: Dense Bundle Adjustment Networks,52,18,0,1,2,1,0,4,18,0,0,0,5,0,0,0,1,0,0,5,1,0,0,0,Accept (Oral),Accepted,8,7,9.0,8.0,good,ICLR_2019_1_paper.json,2,1,4,6,2,2,2,12,1,2,0,14,0,0,2,0,0,1,2,53,1,3,22,6,1,40,4,20,1,12,0,0,0,3,2,0,1,4,44,164,51,0.0,7.0,9.0,20.0,15.0,10.0
0,2018,Self-ensembling for visual domain adaptation,29,20,6,2,3,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2018_278_paper.json,4,0,2,2,0,3,4,3,0,2,0,10,1,0,2,0,4,1,4,42,6,1,15,11,2,20,0,4,2,14,0,5,3,0,2,0,2,1,36,124,2,23.0,64.0,106.0,94.0,81.0,26.0
0,2019,Learning to Infer and Execute 3D Shape Programs,44,22,1,6,6,4,0,1,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2019_494_paper.json,1,0,2,2,3,0,0,3,0,1,0,6,0,0,0,1,0,0,2,21,1,1,15,4,1,36,3,10,8,11,2,1,1,0,0,0,0,5,27,126,103,0.0,17.0,35.0,28.0,23.0,10.0
1,2019,Analyzing Inverse Problems with Invertible Neural Networks,52,21,0,0,10,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_421_paper.json,1,0,7,5,1,0,1,0,1,1,0,0,4,0,0,0,0,0,6,27,0,1,25,10,1,54,1,11,3,12,1,1,1,1,2,0,3,5,60,192,274,7.0,50.0,58.0,78.0,93.0,33.0
0,2018,Latent Constraints: Learning to Generate Conditionally from Unconditional Generative Models,33,23,9,6,6,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2018_55_paper.json,0,0,1,5,2,2,0,3,1,2,0,8,0,0,0,0,1,1,14,40,0,0,23,11,0,37,1,12,1,4,1,0,0,0,1,0,1,1,22,115,114,17.0,30.0,34.0,23.0,9.0,2.0
0,2020,Learning from Explanations with Neural Execution Tree,35,8,4,0,4,0,1,0,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,3.0,6.33,good,ICLR_2020_264_paper.json,0,1,1,3,0,4,4,5,0,0,0,11,2,0,0,0,2,0,4,37,3,4,17,16,1,41,1,14,3,11,0,1,1,5,4,0,1,1,71,195,25,0.0,0.0,8.0,13.0,6.0,2.0
0,2019,On the Sensitivity of Adversarial Robustness to Input Data Distributions,30,14,18,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,7,5,7.0,6.33,good,ICLR_2019_304_paper.json,0,1,3,2,1,3,3,9,0,0,0,1,0,0,3,0,1,0,3,30,3,2,59,4,2,56,2,12,3,12,3,0,0,4,1,0,6,2,79,250,42,1.0,13.0,7.0,14.0,6.0,1.0
0,2019,Learning To Solve Circuit-SAT: An Unsupervised Differentiable Approach,32,9,13,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,8,7.0,7.0,good,ICLR_2019_72_paper.json,0,0,4,4,4,0,2,5,2,1,0,4,1,0,2,0,2,0,0,31,3,0,30,9,5,83,0,12,2,22,1,5,0,1,2,0,4,9,71,259,57,5.0,11.0,15.0,11.0,18.0,6.0
0,2019,Deep learning generalizes because the parameter-function map is biased towards simple functions,92,43,14,3,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,Accept (Poster),Accepted,7,5,4.0,5.33,good,ICLR_2019_476_paper.json,2,1,20,1,3,4,4,6,0,1,1,7,1,0,12,0,0,0,14,77,2,1,55,6,3,62,2,25,2,17,4,2,0,1,3,0,2,1,88,276,127,5.0,20.0,28.0,44.0,35.0,11.0
0,2020,V-MPO: On-Policy Maximum a Posteriori Policy Optimization for Discrete and Continuous Control,43,22,19,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_73_paper.json,6,0,5,5,1,3,5,4,0,2,0,2,0,1,1,0,6,2,2,45,0,5,13,12,0,48,4,10,0,6,2,2,2,0,2,0,3,8,53,170,79,0.0,4.0,20.0,27.0,31.0,1.0
0,2019,GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding,49,22,7,4,3,1,1,0,0,0,8,4,0,0,0,0,0,1,0,0,0,0,0,1,Accept (Poster),Accepted,8,7,5.0,6.67,good,ICLR_2019_415_paper.json,5,0,1,2,3,2,3,7,2,0,0,5,0,0,2,0,1,0,3,36,8,1,41,8,2,64,6,17,3,13,4,0,1,1,4,2,3,3,58,239,3318,0.0,1.0,3.0,16.0,474.0,506.0
0,2018,Variational Message Passing with Structured Inference Networks,19,6,4,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2018_88_paper.json,2,0,3,2,1,2,3,5,3,5,0,5,0,3,0,0,3,1,2,40,4,2,23,12,2,59,3,24,3,7,2,1,0,1,2,0,4,2,47,198,44,8.0,13.0,11.0,5.0,6.0,3.0
