replicability,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
0,2019,GAN Dissection: Visualizing and Understanding Generative Adversarial Networks,50,31,5,12,7,1,0,2,7,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,7,7,8.0,7.33,good,ICLR_2019_257_paper.json,0,0,4,1,2,4,1,3,0,0,0,3,1,0,1,0,0,2,1,23,1,1,22,8,0,61,1,10,1,6,2,0,1,2,3,0,3,0,36,158,304,7,62,95,83,60,18
0,2020,Meta-Learning without Memorization,38,14,12,1,4,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Spotlight),Accepted,6,8,8.0,7.33,good,ICLR_2020_556_paper.json,1,0,4,1,0,2,6,4,2,0,0,1,0,1,1,0,3,1,3,30,2,2,39,13,1,75,2,14,2,10,0,1,1,5,0,1,1,4,52,225,113,0,2,33,36,45,11
0,2020,Learning to Control PDEs with Differentiable Physics,64,23,0,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Accept (Spotlight),Accepted,6,8,6.0,6.67,good,ICLR_2020_541_paper.json,2,2,2,2,3,3,1,4,1,2,0,1,0,0,0,0,0,1,3,27,2,3,56,17,1,70,5,25,5,18,1,1,0,2,6,1,0,3,101,317,99,0,1,22,40,42,8
0,2020,State-only Imitation with Transition Dynamics Mismatch,30,7,13,0,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_374_paper.json,2,0,1,3,1,3,2,0,0,0,0,7,0,0,2,0,2,0,6,29,2,3,20,18,0,47,2,6,2,6,0,1,0,2,3,0,2,2,48,164,33,0,1,9,8,15,1
0,2019,Modeling Uncertainty with Hedged Instance Embeddings,26,12,3,5,0,1,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2019_411_paper.json,1,0,3,2,2,0,1,3,1,0,0,4,1,1,0,0,0,1,4,24,1,2,15,10,1,46,1,24,1,10,4,2,3,2,2,0,2,1,49,176,13,0,2,1,2,8,6
0,2017,Snapshot Ensembles: Train 1 Get M for Free,37,17,17,0,5,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,Accept (Poster),Accepted,9,7,8.0,8.0,good,ICLR_2017_53_paper.json,1,0,4,3,3,1,5,7,0,1,0,3,1,0,3,0,1,0,3,36,1,0,35,5,1,28,0,16,5,11,0,3,1,0,0,1,0,3,31,141,617,79,107,147,134,126,43
0,2018,Deep Complex Networks,50,13,18,2,7,1,0,1,2,0,0,0,0,0,0,0,1,0,4,3,0,0,0,1,Accept (Poster),Accepted,7,8,4.0,6.33,good,ICLR_2018_194_paper.json,1,0,3,1,2,2,4,3,1,0,0,10,2,0,7,0,1,0,10,47,7,1,29,8,2,44,4,20,3,5,1,2,5,1,2,2,4,2,60,202,463,41,84,94,132,128,34
0,2019,InfoBot: Transfer and Exploration via the Information Bottleneck,51,23,12,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,7,3.0,5.67,good,ICLR_2019_428_paper.json,2,0,4,0,2,6,5,14,0,1,0,7,0,0,0,0,2,0,2,45,2,1,15,21,1,56,5,37,2,17,0,2,3,2,0,1,3,4,63,235,122,1,31,44,24,29,6
0,2019,Episodic Curiosity through Reachability,29,15,14,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,8,7,8.0,7.67,good,ICLR_2019_343_paper.json,0,1,1,0,0,0,2,3,0,3,0,11,1,1,4,0,1,1,6,35,3,7,36,21,2,44,4,28,3,28,3,0,1,1,2,1,10,4,87,285,187,2,36,54,58,41,16
0,2019,SPIGAN: Privileged Adversarial Learning from Simulation,59,24,11,2,2,3,0,8,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2019_465_paper.json,1,1,2,3,3,1,3,8,1,0,0,9,2,0,0,0,1,0,3,38,4,0,14,6,2,28,5,11,0,11,1,1,6,1,1,0,4,2,26,123,62,2,12,19,20,9,10
0,2020,Memory-Based Graph Networks,67,24,9,8,12,11,2,2,1,0,0,0,2,0,0,0,0,5,0,1,0,0,0,3,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_472_paper.json,4,0,2,4,0,1,6,5,1,0,0,7,1,0,1,0,0,0,7,39,2,1,7,5,0,25,1,10,1,16,2,1,5,1,1,0,1,3,36,118,42,0,0,9,17,18,8
0,2018,META LEARNING SHARED HIERARCHIES,24,16,10,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,6,4,7.0,5.67,good,ICLR_2018_60_paper.json,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,4,1,12,2,0,15,9,1,57,3,16,2,4,1,1,0,0,0,2,1,2,25,141,269,38,82,58,52,46,6
0,2019,Adversarial Domain Adaptation for Stable Brain-Machine Interfaces,37,11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,2,Accept (Poster),Accepted,9,5,7.0,7.0,good,ICLR_2019_267_paper.json,0,0,6,3,1,2,1,0,1,0,0,1,2,0,1,0,0,0,2,20,2,0,16,17,1,26,1,6,0,4,1,1,1,1,3,1,2,1,39,123,44,2,2,15,12,14,4
0,2017,SampleRNN: An Unconditional End-to-End Neural Audio Generation Model,28,12,8,0,3,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,Accept (Poster),Accepted,9,8,8.0,8.33,good,ICLR_2017_88_paper.json,1,0,3,2,0,0,0,5,0,1,0,1,2,0,0,0,3,0,2,20,3,0,18,11,0,32,1,10,2,10,1,1,0,1,0,0,2,5,28,125,477,96,106,105,75,57,24
0,2019,Global-to-local Memory Pointer Networks for Task-Oriented Dialogue,33,18,0,6,3,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,8,8,5.0,7.0,good,ICLR_2019_499_paper.json,0,0,7,1,0,0,2,2,1,1,0,6,2,0,0,1,0,1,5,29,2,2,14,12,0,23,1,5,1,7,2,0,2,3,3,1,1,2,53,134,116,1,16,39,35,30,9
0,2020,Implementing Inductive bias for different navigation tasks through diverse RNN attrractors,24,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_350_paper.json,0,0,7,2,1,0,4,0,0,0,0,1,0,0,1,0,1,0,3,20,1,0,28,14,0,43,1,13,4,7,0,1,2,3,2,0,2,0,52,173,1,0,0,1,0,0,1
0,2020,Thinking While Moving: Deep Reinforcement Learning with Concurrent Control,27,11,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_358_paper.json,0,1,0,3,1,0,0,7,0,0,0,0,0,0,1,0,0,1,2,16,2,2,23,12,0,50,1,4,5,7,1,0,0,0,0,0,3,2,38,150,27,0,0,3,8,18,2
0,2017,Learning a Natural Language Interface with Neural Programmer,36,21,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2017_134_paper.json,1,0,6,5,0,1,1,8,0,2,0,2,0,0,0,0,3,0,0,29,4,2,25,6,0,18,2,11,8,2,2,2,2,4,0,0,0,2,43,133,126,30,30,17,16,2,3
0,2020,Federated Adversarial Domain Adaptation,60,13,5,1,12,11,0,4,5,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_14_paper.json,2,1,4,2,3,1,5,6,0,0,0,8,0,0,0,0,0,1,3,36,1,2,12,7,0,38,4,10,2,6,0,0,4,4,3,1,1,0,42,137,121,0,0,29,51,45,33
0,2018,Policy Optimization by Genetic Distillation ,29,10,5,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,3,Accept (Poster),Accepted,8,6,3.0,5.67,good,ICLR_2018_306_paper.json,1,1,2,1,3,0,0,2,0,0,0,4,0,0,0,0,0,0,5,19,5,2,21,21,4,36,4,14,2,11,0,1,0,0,1,0,1,1,53,177,30,4,4,7,9,8,0
0,2020,Neural Execution of Graph Algorithms,33,11,19,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,8,1.0,5.67,good,ICLR_2020_254_paper.json,0,0,1,0,1,2,5,5,0,2,0,2,0,0,1,0,1,0,1,21,0,0,16,9,0,44,1,7,0,7,3,0,1,0,1,0,2,3,26,120,105,0,0,34,36,37,14
0,2019,Verification of Non-Linear Specifications for Neural Networks,37,26,13,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,5.0,6.33,good,ICLR_2019_249_paper.json,0,0,8,1,2,2,1,6,1,0,1,0,0,0,2,0,0,1,0,25,3,1,24,7,2,84,4,23,1,11,1,0,1,2,0,1,1,1,85,252,30,0,12,9,6,5,0
0,2018,Memory-based Parameter Adaptation,43,27,21,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2018_154_paper.json,1,0,4,0,3,1,5,3,0,1,0,8,0,0,0,0,3,0,3,32,8,0,21,9,2,38,2,7,4,11,0,2,3,1,1,2,3,6,41,161,11,17,18,15,9,12,2
0,2019,Graph Wavelet Neural Network,32,9,4,2,2,4,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,Accept (Poster),Accepted,7,7,4.0,6.0,good,ICLR_2019_152_paper.json,0,0,2,2,0,2,1,5,0,0,0,7,1,0,0,0,0,0,6,26,2,1,26,4,3,27,2,4,0,5,1,0,1,2,1,3,0,1,65,148,170,2,18,41,56,63,28
0,2020,Measuring and Improving the Use of Graph Information in Graph Neural Networks,31,12,0,6,5,1,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,Accept (Poster),Accepted,8,3,8.0,6.33,good,ICLR_2020_373_paper.json,7,0,2,1,1,2,1,3,0,0,0,1,0,0,0,0,0,2,5,25,3,2,37,9,0,43,1,17,2,7,0,3,7,2,3,4,1,3,71,215,78,0,0,18,26,39,10
0,2017,Stochastic Neural Networks for Hierarchical Reinforcement Learning,52,23,5,4,11,5,1,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,2,2,Accept (Poster),Accepted,7,7,8.0,7.33,good,ICLR_2017_20_paper.json,0,0,5,2,5,0,1,4,0,1,0,1,1,0,1,0,2,0,5,28,3,2,42,17,0,52,2,14,2,15,4,0,0,2,2,0,3,3,57,220,295,40,78,54,61,47,12
0,2020,Span Recovery for Deep Neural Networks with Applications to Input Obfuscation,29,6,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,3,6,8.0,5.67,good,ICLR_2020_242_paper.json,1,0,3,1,0,5,0,1,0,0,1,4,0,1,3,0,0,0,3,23,5,1,16,5,2,99,5,10,0,10,0,0,0,3,2,0,1,1,159,319,4,0,0,0,2,2,0
0,2019,ALISTA: Analytic Weights Are As Good As Learned Weights in LISTA,42,18,4,1,2,1,3,1,5,0,0,0,0,0,3,1,0,0,0,9,0,0,0,0,Accept (Poster),Accepted,7,9,10.0,8.67,good,ICLR_2019_39_paper.json,1,0,6,0,1,6,2,2,1,2,0,3,2,0,3,0,2,0,3,34,7,4,24,9,0,78,4,11,4,6,2,1,6,2,4,3,5,1,141,312,119,6,13,34,37,32,7
0,2019,Attentive Neural Processes,29,14,6,5,4,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,7.0,6.33,good,ICLR_2019_334_paper.json,2,0,1,2,2,1,1,3,0,0,0,5,1,0,0,0,5,1,0,24,3,0,35,22,0,29,1,17,0,8,1,1,0,1,0,0,4,4,50,176,226,5,32,58,78,60,22
0,2018,VoiceLoop: Voice Fitting and Synthesis via a Phonological Loop,27,12,6,1,4,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,8,5,6.0,6.33,good,ICLR_2018_100_paper.json,0,0,0,3,1,1,2,7,0,2,0,0,2,0,1,0,2,0,4,25,1,0,28,12,2,22,2,13,2,14,2,2,1,2,4,1,5,5,68,186,138,25,35,36,26,15,3
0,2018,Many Paths to Equilibrium: GANs Do Not Need to Decrease a Divergence At Every Step,23,13,14,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,4,7.0,6.33,good,ICLR_2018_215_paper.json,2,3,2,2,0,3,3,4,1,2,0,6,0,0,3,0,0,0,3,34,1,1,25,3,1,26,0,10,1,14,2,3,3,5,0,0,4,4,29,132,186,49,41,48,30,16,8
0,2020,Rotation-invariant clustering of neuronal responses in primary visual cortex,25,7,0,2,6,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,Accept (Talk),Accepted,8,8,8.0,8.0,good,ICLR_2020_674_paper.json,0,0,2,2,0,5,1,6,0,0,0,2,0,0,0,0,0,0,2,20,2,0,15,6,1,44,0,4,1,1,0,0,0,0,1,0,1,2,33,111,5,0,0,1,1,3,1
0,2019,On the Minimal Supervision for Training Any Binary Classifier from Only Unlabeled Data,63,16,3,7,13,7,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,7,Accept (Poster),Accepted,7,8,8.0,7.67,good,ICLR_2019_43_paper.json,4,0,6,1,0,7,1,0,0,2,0,3,0,1,3,0,1,4,10,43,3,4,30,6,1,34,2,9,1,3,0,1,0,2,1,2,0,1,78,178,62,2,13,19,18,10,5
0,2020,Minimizing FLOPs to Learn Efficient Sparse Representations,86,11,9,0,14,5,1,1,5,1,1,0,2,0,1,0,2,2,0,2,1,0,0,2,Accept (Poster),Accepted,8,3,8.0,6.33,good,ICLR_2020_179_paper.json,3,0,6,1,5,3,2,7,0,2,0,7,1,0,1,0,0,1,7,46,2,0,34,13,0,37,4,17,0,15,1,1,2,0,2,0,1,4,49,182,21,0,0,0,7,15,7
0,2019,Efficient Multi-Objective Neural Architecture Search via Lamarckian Evolution,54,35,9,7,2,4,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2019_109_paper.json,0,1,4,2,2,4,0,7,2,0,0,9,1,0,2,1,2,3,5,45,5,6,17,9,0,41,1,19,1,2,3,1,1,1,3,2,0,5,40,157,373,8,74,114,103,86,22
1,2017,Categorical Reparameterization with Gumbel-Softmax,26,12,10,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2017_126_paper.json,1,1,3,5,0,1,0,3,0,1,0,5,0,0,1,0,2,0,2,25,3,0,10,10,0,30,0,9,0,4,0,0,0,2,0,0,0,2,24,94,3221,0,0,0,37,672,291
0,2020,BayesOpt Adversarial Attack,31,9,13,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,3,6.0,5.0,good,ICLR_2020_455_paper.json,2,0,10,1,4,6,2,5,0,3,0,5,2,2,0,0,1,0,1,44,4,0,25,14,3,33,4,12,2,13,1,1,0,2,1,2,3,4,15,139,47,0,2,14,15,15,5
0,2020,Co-Attentive Equivariant Neural Networks: Focusing Equivariance On Transformations Co-Occurring in Data,37,6,9,0,2,3,0,1,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2020_514_paper.json,1,0,8,1,0,0,1,2,8,0,0,1,0,0,2,2,2,0,3,31,1,0,16,9,3,50,2,4,5,7,1,0,1,1,0,0,0,1,54,155,19,0,0,8,8,3,3
0,2019,Overcoming Catastrophic Forgetting for Continual Learning via Model Adaptation,32,22,13,0,4,0,0,0,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,5,6,7.0,6.0,good,ICLR_2019_474_paper.json,2,0,1,1,2,0,0,4,1,0,0,9,1,1,0,0,0,1,1,24,2,0,22,14,2,38,0,12,0,15,0,3,0,1,3,0,0,5,63,180,74,1,13,17,23,19,9
0,2019,Modeling the Long Term Future in Model-Based Reinforcement Learning,55,18,23,0,8,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2019_351_paper.json,4,0,6,3,2,3,2,15,0,0,1,3,3,0,1,0,1,1,5,50,5,2,18,8,2,42,9,24,4,9,14,2,1,1,0,0,1,1,38,181,18,0,3,4,6,5,4
1,2019,Interpolation-Prediction Networks for Irregularly Sampled Time Series,33,7,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2019_397_paper.json,2,0,5,1,1,2,3,11,1,2,0,8,1,1,0,0,4,0,2,44,4,3,16,17,2,39,2,24,0,3,0,1,2,0,1,1,0,2,63,180,35,0,4,23,27,21,8
0,2020,Improving Neural Language Generation with Spectrum Control,45,25,3,7,4,6,0,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,3,6.0,5.0,good,ICLR_2020_243_paper.json,1,0,2,1,2,5,12,10,0,5,1,10,0,1,1,0,1,0,6,58,1,0,9,1,3,49,6,10,0,19,0,3,3,0,1,0,0,1,34,140,37,0,0,6,14,18,7
0,2020,Frequency-based Search-control in Dyna,40,6,0,3,4,6,1,0,0,0,0,0,0,1,0,2,2,0,0,1,0,1,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_310_paper.json,3,0,1,4,0,1,3,3,2,1,0,6,1,0,0,0,3,0,4,32,2,4,29,15,1,58,7,22,1,9,2,2,0,1,0,1,5,4,78,241,8,0,1,3,2,3,1
0,2020,Data-dependent Gaussian Prior Objective for Language Generation,71,12,9,2,7,5,3,1,6,1,7,2,2,0,0,0,1,0,1,0,0,0,0,2,Accept (Talk),Accepted,8,8,8.0,8.0,good,ICLR_2020_645_paper.json,1,0,6,2,4,1,4,5,0,0,0,13,1,0,2,0,2,2,1,44,3,4,24,11,3,23,1,20,1,14,0,1,3,0,0,0,2,2,33,145,39,0,2,10,14,13,4
0,2018,QANet: Combining Local Convolution with Global Self-Attention for Reading Comprehension,48,38,2,1,3,1,0,0,0,3,6,0,1,0,0,0,0,1,1,0,0,0,0,0,Accept (Poster),Accepted,8,5,6.0,6.33,good,ICLR_2018_109_paper.json,1,0,3,2,2,1,2,15,1,8,0,7,2,1,1,0,0,1,7,54,2,0,17,7,3,47,3,15,7,23,2,0,1,1,6,3,1,1,60,199,888,82,246,198,192,187,31
0,2020,DiffTaichi: Differentiable Programming for Physical Simulation,45,18,2,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,Accept (Poster),Accepted,6,3,6.0,5.0,good,ICLR_2020_508_paper.json,1,0,6,3,3,1,3,3,0,0,0,3,0,0,1,0,0,0,4,28,1,3,20,9,1,40,1,18,3,5,1,3,0,0,0,0,1,2,66,174,187,0,3,39,63,91,30
0,2017,Variable Computation in Recurrent Neural Networks,24,5,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Accept (Poster),Accepted,7,7,4.0,6.0,good,ICLR_2017_139_paper.json,1,0,3,1,0,0,0,2,0,0,0,9,0,0,1,0,0,0,0,17,1,0,18,6,3,26,0,12,6,3,3,1,3,0,0,0,3,2,26,113,49,5,11,11,7,7,1
0,2019,Unsupervised Discovery of Parts Structure and Dynamics,58,20,0,10,13,2,0,1,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,7.0,6.33,good,ICLR_2019_418_paper.json,1,0,1,2,3,0,0,9,0,0,0,0,0,0,0,0,3,0,4,23,0,0,4,3,2,50,1,12,1,9,11,0,0,1,2,1,4,2,33,136,51,0,12,17,13,9,3
0,2020,A Closer Look at Deep Policy Gradients,30,9,3,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Accept (Talk),Accepted,8,6,8.0,7.33,good,ICLR_2020_666_paper.json,0,0,4,3,2,2,1,0,0,0,0,2,0,0,0,0,0,0,2,16,1,1,44,7,5,45,1,4,1,8,1,1,1,3,0,0,0,2,20,145,49,0,2,16,15,16,6
0,2019,Dynamically Unfolding Recurrent Restorer: A Moving Endpoint Control Method for Image Restoration,43,11,2,0,1,1,0,2,5,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,Accept (Poster),Accepted,6,6,7.0,6.33,good,ICLR_2019_317_paper.json,0,0,2,2,0,1,2,4,0,0,0,5,3,1,1,0,0,0,1,22,1,2,13,7,3,22,4,9,0,7,0,1,2,1,5,1,0,2,35,115,40,1,18,12,9,3,1
0,2020,Sampling-Free Learning of Bayesian Quantized Neural Networks,39,6,16,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_231_paper.json,3,0,4,5,2,3,1,5,0,1,0,3,0,0,1,0,1,0,2,31,7,1,24,10,1,78,3,13,1,8,0,0,1,0,0,0,1,1,74,223,5,0,0,1,1,2,0
0,2018,Compositional Obverter Communication Learning from Raw Visual Input,27,9,3,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,9,3,6.0,6.0,good,ICLR_2018_181_paper.json,0,0,7,2,1,1,2,1,0,0,0,2,1,0,1,0,4,0,1,23,0,4,49,16,0,31,3,12,0,7,6,1,2,1,4,0,3,3,76,218,55,4,17,17,9,8,5
0,2019,Meta-Learning For Stochastic Gradient MCMC,70,20,8,9,11,17,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_216_paper.json,2,1,1,3,5,3,8,4,0,2,0,9,1,0,2,0,0,1,7,49,4,1,38,18,1,76,2,32,2,8,4,0,5,0,0,1,6,5,94,297,35,2,11,7,9,6,3
0,2020,Variational Autoencoders for Highly Multivariate Spatial Point Processes Intensities,22,4,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2020_292_paper.json,1,0,6,5,2,3,4,4,3,1,1,0,2,0,0,0,1,0,3,36,5,0,15,10,3,48,4,27,2,3,1,0,0,2,0,0,4,1,57,182,8,0,0,3,3,2,0
0,2019,Multi-step Retriever-Reader Interaction for Scalable Open-domain Question Answering,51,30,12,10,2,2,1,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2019_219_paper.json,1,0,7,2,2,1,3,6,0,1,0,3,3,2,0,0,2,0,4,37,3,1,17,18,0,44,2,9,4,12,0,0,1,2,1,1,1,6,43,165,84,1,19,33,20,13,3
0,2019,Learning a Meta-Solver for Syntax-Guided Program Synthesis,40,23,2,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2019_373_paper.json,0,0,1,4,2,0,0,3,1,0,0,4,1,0,0,1,1,0,5,23,3,0,16,10,2,39,2,17,2,7,0,0,2,2,0,0,0,3,49,154,29,1,10,8,8,2,1
0,2017,beta-VAE: Learning Basic Visual Concepts with a Constrained Variational Framework,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,5,7.0,6.33,good,ICLR_2017_123_paper.json,3,0,3,1,2,3,3,3,1,5,0,2,2,1,1,0,0,0,2,32,0,1,38,12,0,41,0,14,0,11,2,0,3,1,2,0,0,4,30,159,3178,0,0,5,85,648,262
0,2019,Optimal Completion Distillation for Sequence Learning,67,32,9,2,2,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_443_paper.json,0,0,5,1,2,1,1,4,0,2,0,8,0,1,2,0,2,0,3,32,6,1,23,12,3,43,1,13,1,12,0,3,0,4,1,1,2,6,31,163,36,1,16,13,5,2,3
0,2019,Meta-Learning Probabilistic Inference for Prediction,55,27,14,6,7,5,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,Accept (Poster),Accepted,7,6,8.0,7.0,good,ICLR_2019_234_paper.json,4,0,5,3,2,2,5,7,2,0,1,3,0,0,0,0,1,0,10,45,1,1,16,15,0,71,2,18,0,7,0,1,4,0,2,2,1,0,53,194,63,3,27,51,44,49,11
0,2019,Representing Formal Languages: A Comparison Between Finite Automata and Recurrent Neural Networks ,22,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,Accept (Poster),Accepted,7,5,5.0,5.67,good,ICLR_2019_177_paper.json,0,0,1,1,1,4,0,1,0,0,0,2,1,0,4,0,0,0,3,18,6,1,21,4,0,48,0,7,0,14,0,0,1,0,1,0,3,3,24,133,16,0,5,2,6,4,1
0,2020,Program Guided Agent,96,45,5,20,16,8,2,0,6,0,11,3,0,0,0,2,0,0,1,0,0,0,0,0,Accept (Spotlight),Accepted,6,8,8.0,7.33,good,ICLR_2020_533_paper.json,0,0,1,2,2,0,2,1,0,0,0,8,0,0,0,0,1,3,3,23,3,0,29,30,2,67,5,18,4,7,2,1,2,0,1,0,3,3,83,260,26,0,0,2,14,12,5
0,2020,Self-Adversarial Learning with Comparative Discrimination for Text Generation,28,8,9,0,7,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,3,8.0,6.33,good,ICLR_2020_121_paper.json,1,0,3,1,2,2,7,5,0,1,0,1,0,0,0,0,6,1,3,33,1,2,25,9,0,31,2,10,1,18,1,2,3,3,3,0,1,1,20,133,12,0,1,4,5,2,3
0,2019,Learning Self-Imitating Diverse Policies,45,18,18,0,12,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,Accept (Poster),Accepted,6,8,8.0,7.33,good,ICLR_2019_274_paper.json,1,0,5,4,0,2,0,4,2,0,0,7,1,0,0,1,0,1,4,32,2,2,22,22,1,36,8,17,4,10,2,2,2,4,1,0,1,2,58,196,0,1,14,17,10,8,4
