clarity,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
1,2020,Optimal Strategies Against Generative Attacks,57,19,5,5,6,6,0,2,5,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,Accept (Talk),Accepted,8,8,8.0,8.0,good,ICLR_2020_656_paper.json,2,0,6,5,0,0,2,8,0,1,1,3,0,0,0,0,3,0,2,33,6,1,27,29,2,82,7,22,0,4,0,3,1,1,2,0,4,5,128,324,2,0.0,0.0,0.0,2.0,0.0,0.0
1,2019,Learning when to Communicate at Scale in Multiagent Cooperative and Competitive Tasks,35,13,3,4,7,3,2,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2019_477_paper.json,0,2,2,0,3,0,1,6,1,0,0,4,2,1,2,1,2,0,3,30,1,2,38,8,1,31,2,15,1,11,2,1,3,3,6,9,2,4,76,216,126,2.0,16.0,25.0,36.0,52.0,13.0
0,2020,Abstract Diagrammatic Reasoning with Multiplex Graph Networks,38,10,9,0,5,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,3,6.0,5.0,good,ICLR_2020_362_paper.json,1,1,0,0,0,1,0,8,1,1,0,7,3,1,1,0,0,0,10,35,6,3,24,16,3,32,2,23,0,9,1,2,1,2,3,1,0,4,80,212,40,0.0,0.0,13.0,19.0,11.0,6.0
1,2018,Improving GANs Using Optimal Transport,24,16,8,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,6,6.0,6.67,good,ICLR_2018_52_paper.json,3,0,2,2,0,2,0,5,0,1,0,7,2,0,1,0,2,1,5,33,3,1,22,6,0,30,1,10,1,5,4,2,1,3,0,0,5,4,30,128,230,31.0,49.0,63.0,48.0,40.0,14.0
1,2019,Stable Recurrent Models,30,17,4,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Accept (Poster),Accepted,6,7,6.0,6.33,good,ICLR_2019_261_paper.json,0,0,5,1,0,0,2,4,0,1,0,3,0,0,3,0,1,0,0,20,4,7,29,5,2,70,5,8,1,12,1,0,0,0,0,0,6,1,89,240,88,1.0,17.0,28.0,34.0,9.0,4.0
0,2020,Higher-Order Function Networks for Learning Composable 3D Object Representations,41,22,0,0,4,3,1,3,10,0,0,0,3,1,0,0,1,0,1,0,1,0,0,0,Accept (Poster),Accepted,6,3,6.0,5.0,good,ICLR_2020_247_paper.json,1,0,10,5,1,3,4,13,0,2,0,5,2,0,5,0,1,2,3,57,4,2,24,7,1,48,0,21,4,18,5,0,1,0,1,2,1,3,29,171,18,0.0,2.0,6.0,6.0,3.0,3.0
0,2017,Delving into Transferable Adversarial Examples and Black-box Attacks,14,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,5.0,6.0,good,ICLR_2017_162_paper.json,0,0,1,0,0,4,0,0,0,1,0,4,1,1,1,0,0,0,3,16,2,4,22,6,0,95,2,11,1,18,0,0,2,2,0,0,3,3,40,211,1238,13.0,165.0,287.0,235.0,211.0,88.0
0,2020,Effect of Activation Functions on the Training of Overparametrized Neural Nets,71,36,2,7,12,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,6,,7.0,good,ICLR_2020_492_paper.json,1,0,6,2,2,6,3,1,4,0,1,5,0,0,8,0,3,0,6,48,1,2,42,14,2,155,11,59,8,6,0,0,3,0,1,0,7,3,372,686,17,0.0,0.0,8.0,4.0,5.0,0.0
1,2020,PAC Confidence Sets for Deep Neural Networks via Calibrated Prediction,39,8,6,2,4,5,1,0,3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_239_paper.json,0,0,3,0,0,2,0,9,1,0,0,1,0,0,1,0,1,1,6,25,3,4,14,6,0,91,5,20,1,7,0,0,0,2,0,2,7,6,85,253,32,0.0,0.0,8.0,10.0,16.0,7.0
1,2020,Model-based reinforcement learning for biological sequence design,63,28,12,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,Accept (Poster),Accepted,6,3,6.0,5.0,good,ICLR_2020_454_paper.json,3,0,7,6,5,4,5,6,2,1,0,3,0,0,0,0,3,1,3,49,5,1,32,10,0,52,5,10,2,21,1,0,0,2,0,0,2,1,25,169,60,0.0,1.0,14.0,19.0,28.0,12.0
1,2020,You Only Train Once: Loss-Conditional Training of Deep Networks,34,13,1,9,4,1,1,1,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_427_paper.json,0,4,1,1,1,5,5,6,0,0,0,4,1,1,0,0,3,0,1,33,2,5,23,7,1,55,0,17,1,9,2,3,0,1,2,3,6,0,41,178,33,0.0,0.0,9.0,12.0,14.0,7.0
1,2020,Picking Winning Tickets Before Training by Preserving Gradient Flow,42,21,8,11,6,4,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_303_paper.json,0,0,5,1,1,3,3,3,0,0,0,12,0,0,4,0,2,0,1,35,2,0,18,0,1,37,2,5,0,12,0,2,3,0,1,2,2,0,24,111,280,0.0,5.0,56.0,107.0,130.0,54.0
0,2017,Deep Learning with Dynamic Computation Graphs,20,11,2,2,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,7,8.0,7.67,good,ICLR_2017_78_paper.json,1,0,3,3,3,1,0,0,1,1,0,1,1,0,1,0,0,0,3,19,5,0,20,11,0,25,0,11,0,0,0,0,1,0,2,1,0,1,77,154,110,34.0,22.0,20.0,7.0,6.0,3.0
0,2020,Real or Not Real that is the Question,22,6,2,6,3,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Spotlight),Accepted,6,6,8.0,6.67,good,ICLR_2020_585_paper.json,1,0,4,2,1,0,3,2,2,0,0,4,1,0,1,0,1,0,4,26,0,0,25,6,1,22,3,6,4,4,1,0,5,0,4,0,0,1,28,110,29,0.0,1.0,11.0,11.0,6.0,4.0
1,2020,Tensor Decompositions for Temporal Knowledge Base Completion,29,9,4,0,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_388_paper.json,1,0,4,0,1,6,4,3,1,0,0,9,4,0,1,0,1,0,10,45,3,2,11,3,0,32,4,8,4,7,3,0,0,1,1,0,2,1,29,111,84,0.0,1.0,12.0,29.0,54.0,20.0
0,2020,Meta Reinforcement Learning with Autonomous Inference of Subtask Dependencies,44,11,11,3,5,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,2,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_456_paper.json,4,0,3,7,3,5,7,6,2,1,0,4,2,0,1,0,0,0,7,52,6,2,14,17,0,64,3,22,1,17,1,2,4,2,1,0,3,5,123,287,13,0.0,0.0,4.0,2.0,7.0,10.0
1,2019,Beyond Pixel Norm-Balls: Parametric Adversaries using an Analytically Differentiable Renderer,60,30,12,3,1,0,0,2,13,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_324_paper.json,0,1,3,8,2,5,1,7,0,1,0,7,0,0,1,0,1,0,2,39,5,2,24,2,3,75,2,16,5,10,1,0,0,0,0,1,0,4,53,203,83,1.0,15.0,25.0,28.0,18.0,5.0
1,2018,Graph Attention Networks,42,19,9,5,5,4,0,0,2,0,0,0,0,0,0,0,1,1,1,2,0,0,0,3,Accept (Poster),Accepted,6,7,5.0,6.0,good,ICLR_2018_48_paper.json,0,0,3,2,0,2,1,9,1,0,1,8,2,0,0,0,4,0,5,38,1,2,9,5,2,14,2,10,3,12,1,2,0,2,0,0,2,2,35,104,7414,0.0,0.0,0.0,0.0,0.0,1000.0
0,2018,Initialization matters: Orthogonal Predictive State Recurrent Neural Networks,33,12,3,0,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,4,8,7.0,6.33,good,ICLR_2018_155_paper.json,2,0,3,4,1,0,2,1,2,0,0,3,2,2,1,0,1,0,5,29,2,1,29,9,3,46,2,8,1,16,3,1,1,0,0,0,0,1,78,201,19,2.0,5.0,5.0,4.0,2.0,2.0
0,2017,Fine-grained Analysis of Sentence Embeddings Using Auxiliary Prediction Tasks,32,10,10,0,4,2,0,0,0,0,4,1,0,0,1,0,1,0,1,0,0,0,0,1,Accept (Poster),Accepted,8,8,8.0,8.0,good,ICLR_2017_186_paper.json,0,0,3,3,2,1,0,3,0,0,0,3,1,1,0,0,2,0,5,24,3,1,41,9,0,39,1,4,1,4,2,0,3,2,0,1,1,2,42,156,421,62.0,85.0,100.0,78.0,67.0,20.0
0,2020,A Closer Look at the Optimization Landscapes of Generative Adversarial Networks,41,15,0,7,10,4,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_287_paper.json,1,2,2,1,2,1,4,7,1,0,0,7,2,0,2,0,0,0,5,37,3,0,27,4,2,73,4,10,0,4,0,0,1,3,1,0,5,1,53,191,46,0.0,6.0,15.0,19.0,7.0,3.0
1,2020,Enhancing Adversarial Defense by k-Winners-Take-All,67,26,20,10,6,3,0,0,6,0,0,0,2,0,0,0,0,0,2,1,0,1,1,0,Accept (Spotlight),Accepted,8,8,8.0,8.0,good,ICLR_2020_550_paper.json,2,1,10,1,1,2,4,7,0,1,0,10,1,0,1,0,2,1,2,46,3,1,42,9,1,67,4,22,3,15,0,0,0,0,3,0,5,3,140,318,60,0.0,4.0,16.0,25.0,19.0,4.0
1,2019,Bias-Reduced Uncertainty Estimation for Deep Neural Classifiers,26,7,7,0,4,1,1,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2019_318_paper.json,0,1,4,1,1,4,1,2,0,2,0,4,2,0,0,0,1,0,3,26,4,1,32,5,2,49,4,8,2,5,1,1,3,2,2,0,3,2,50,176,74,0.0,11.0,30.0,17.0,18.0,12.0
0,2019,Generalized Tensor Models for Recurrent Neural Networks,25,8,3,3,3,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2019_402_paper.json,1,1,7,0,0,2,0,3,0,0,0,2,2,0,5,0,1,0,3,27,2,2,24,1,1,66,1,5,4,2,2,0,0,0,1,0,4,1,58,174,21,1.0,6.0,4.0,7.0,2.0,1.0
0,2019,Double Viterbi: Weight Encoding for High Compression Ratio and Fast On-Chip Reconstruction for Deep Neural Network,29,11,2,4,3,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,7,6.0,6.33,good,ICLR_2019_220_paper.json,1,0,6,2,0,2,1,3,3,0,0,5,4,0,3,1,0,1,10,42,2,0,16,23,3,20,0,8,2,8,0,0,2,0,0,0,1,0,54,139,9,0.0,4.0,1.0,3.0,1.0,0.0
0,2019,Deep Anomaly Detection with Outlier Exposure,51,23,5,8,6,6,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2019_269_paper.json,7,0,8,2,1,3,1,7,0,1,0,2,2,0,3,0,0,3,1,41,10,2,31,15,2,37,1,29,5,18,0,2,2,2,4,1,2,6,30,199,767,12.0,77.0,171.0,258.0,273.0,116.0
1,2019,Mode Normalization Enhanced Recurrent Model for Multi-Modal Semantic Trajectory Prediction,46,16,0,5,12,2,0,0,8,0,1,0,0,0,0,0,1,0,3,1,0,0,0,1,Accept (Poster),Accepted,6,5,6.0,5.67,good,ICLR_2019_246_paper.json,3,1,5,2,4,1,1,2,2,0,0,3,1,2,0,0,3,0,5,35,0,0,14,5,2,30,3,8,2,3,1,0,4,2,2,1,3,3,19,102,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2017,Learning to Perform Physics Experiments via Deep Reinforcement Learning,41,28,9,1,5,1,0,3,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2017_76_paper.json,2,0,8,1,6,0,2,1,0,0,0,7,2,0,0,0,1,1,1,32,2,1,36,17,4,62,2,21,2,13,1,0,2,1,1,0,4,4,54,227,76,18.0,18.0,8.0,8.0,5.0,2.0
1,2019,Data-Dependent Coresets for Compressing Neural Networks with Applications to Generalization Bounds,56,21,17,1,12,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,7,6.0,6.33,good,ICLR_2019_192_paper.json,0,0,2,1,2,2,0,4,2,1,0,6,1,1,2,0,1,1,5,31,0,2,10,6,1,86,1,9,5,15,1,0,0,1,1,0,2,5,118,263,67,5.0,12.0,13.0,18.0,19.0,7.0
0,2020,Massively Multilingual Sparse Word Representations,63,8,1,2,1,3,1,0,0,1,16,6,0,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,6.0,7.33,good,ICLR_2020_529_paper.json,0,0,6,6,2,4,0,11,1,1,0,5,0,0,2,0,1,0,1,40,2,1,20,5,3,27,4,7,3,7,0,1,4,1,0,0,5,4,21,115,1,0.0,1.0,12.0,10.0,1.0,2.0
1,2018,Divide-and-Conquer Reinforcement Learning,21,9,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Accept (Poster),Accepted,7,7,4.0,6.0,good,ICLR_2018_320_paper.json,0,0,4,0,0,0,2,1,1,3,0,4,0,0,0,0,2,0,3,20,4,1,27,14,0,42,4,9,5,18,1,0,2,5,0,0,1,4,59,196,82,11.0,24.0,19.0,15.0,13.0,6.0
1,2018,Relational Neural Expectation Maximization: Unsupervised Discovery of Objects and their Interactions,50,23,15,0,9,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,7,7.0,7.33,good,ICLR_2018_178_paper.json,3,0,8,6,1,5,2,3,0,1,0,7,0,0,0,0,2,0,6,44,1,1,24,11,0,30,1,22,1,7,2,0,4,5,0,0,1,3,27,140,240,16.0,57.0,69.0,59.0,42.0,15.0
1,2017,Metacontrol for Adaptive Imagination-Based Optimization,12,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,7.0,7.67,good,ICLR_2017_89_paper.json,1,0,0,2,1,2,3,10,2,0,0,4,0,0,1,0,3,0,1,30,8,3,44,14,0,27,4,16,1,6,4,1,3,3,1,1,2,1,52,191,69,14.0,22.0,15.0,3.0,5.0,0.0
0,2018,Meta-Learning and Universality: Deep Representations and Gradient Descent can Approximate any Learning Algorithm,21,12,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,7.0,6.33,good,ICLR_2018_58_paper.json,2,0,2,2,1,3,1,2,0,0,0,2,2,0,1,0,0,0,2,20,11,2,32,9,0,147,1,10,0,5,1,1,3,1,0,0,3,2,94,322,190,29.0,42.0,58.0,34.0,26.0,11.0
1,2017,Do Deep Convolutional Nets Really Need to be Deep and Convolutional?,29,15,3,7,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,,7.0,good,ICLR_2017_173_paper.json,0,0,3,1,0,1,1,2,1,1,0,5,6,1,4,0,0,0,8,34,0,2,36,9,0,20,1,20,0,10,1,2,2,4,3,0,3,3,23,139,197,37.0,40.0,32.0,35.0,23.0,9.0
0,2019,Integer Networks for Data Compression with Latent-Variable Models,19,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,8,6.0,7.0,good,ICLR_2019_309_paper.json,0,0,3,1,1,2,0,3,0,0,0,5,1,0,1,0,0,0,7,24,1,0,25,4,3,31,1,5,1,0,1,0,0,0,0,0,1,0,46,119,33,0.0,3.0,6.0,7.0,20.0,3.0
0,2019,Transfer Learning for Sequences via Learning to Collocate,26,9,1,3,2,1,2,0,0,4,7,2,0,0,0,1,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,5,6,6.0,5.67,good,ICLR_2019_130_paper.json,0,0,4,2,0,0,2,12,0,0,0,1,0,0,0,0,0,0,0,21,2,0,16,13,0,37,1,21,1,2,0,5,1,1,2,1,0,0,43,146,17,1.0,2.0,9.0,5.0,1.0,1.0
0,2018,Towards Image Understanding from Deep Compression Without Decoding,33,15,8,1,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,6,9,6.0,7.0,good,ICLR_2018_127_paper.json,0,1,0,2,0,1,3,13,0,0,0,3,2,0,2,0,1,1,3,32,1,3,27,10,2,38,1,16,1,14,1,1,1,0,2,0,0,3,52,173,94,9.0,20.0,13.0,27.0,30.0,11.0
0,2019,textTOvec: DEEP CONTEXTUALIZED NEURAL AUTOREGRESSIVE TOPIC MODELS OF LANGUAGE WITH DISTRIBUTED COMPOSITIONAL PRIOR,29,7,0,1,3,2,2,0,0,1,5,0,0,0,0,0,1,0,2,0,0,0,0,3,Accept (Poster),Accepted,8,7,6.0,7.0,good,ICLR_2019_455_paper.json,1,0,2,2,1,3,1,5,0,1,0,3,2,1,2,1,0,0,3,28,5,0,14,8,0,22,1,20,7,9,0,1,4,1,5,5,5,1,31,139,11,1.0,2.0,5.0,3.0,1.0,0.0
1,2019,Learning Implicitly Recurrent CNNs Through Parameter Sharing,40,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Accept (Poster),Accepted,8,7,6.0,7.0,good,ICLR_2019_430_paper.json,0,0,2,1,1,0,3,3,0,2,0,5,1,0,2,0,2,0,5,27,1,0,12,2,2,26,0,10,5,20,1,0,0,0,2,0,4,2,36,123,37,0.0,4.0,22.0,8.0,4.0,4.0
0,2020,Locality and Compositionality in Zero-Shot Learning,60,21,16,2,5,2,1,1,13,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2020_225_paper.json,1,0,10,2,6,4,4,2,0,0,0,3,1,0,0,0,3,1,3,40,2,5,33,7,0,57,4,13,0,6,2,0,0,1,2,0,1,3,43,179,43,0.0,1.0,12.0,14.0,18.0,0.0
1,2020,The Gambler's Problem and Beyond,29,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_337_paper.json,1,0,3,1,1,2,0,1,0,0,0,0,0,0,3,0,0,0,10,22,11,1,24,3,0,60,2,2,2,1,1,0,0,0,3,0,0,0,224,334,0,0.0,0.0,0.0,0.0,0.0,0.0
0,2020,Neural Arithmetic Units,18,8,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Accept (Spotlight),Accepted,6,8,6.0,6.67,good,ICLR_2020_626_paper.json,1,0,1,3,2,1,1,1,1,0,0,1,1,0,1,0,1,1,10,26,2,1,28,6,0,34,0,9,2,7,1,1,1,4,1,1,4,4,118,224,34,0.0,2.0,13.0,12.0,7.0,2.0
0,2020,Unsupervised Clustering using Pseudo-semi-supervised Learning,29,6,3,0,6,3,0,3,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_323_paper.json,1,0,0,1,1,2,3,5,1,0,0,11,1,0,1,0,2,1,4,34,6,2,33,4,2,45,1,20,1,20,1,2,7,6,1,1,1,4,42,199,12,1.0,2.0,2.0,4.0,4.0,1.0
0,2020,A Generalized Training Approach for Multiagent Learning,54,14,2,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,Accept (Talk),Accepted,8,8,8.0,8.0,good,ICLR_2020_679_paper.json,3,1,10,1,3,5,2,1,0,0,1,4,2,1,1,0,1,1,3,40,5,3,55,23,1,64,3,12,8,6,9,4,0,4,6,1,2,0,105,311,52,0.0,1.0,12.0,22.0,17.0,3.0
0,2018,Unsupervised Representation Learning by Predicting Image Rotations,34,15,10,0,4,0,0,4,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2018_74_paper.json,0,0,2,0,0,0,2,3,0,2,0,3,1,0,0,0,0,2,0,15,0,0,10,6,3,45,2,25,0,20,0,0,0,0,0,0,1,1,15,128,2096,0.0,0.0,6.0,110.0,657.0,226.0
0,2019,PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees,29,7,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2019_308_paper.json,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,1,6,5,6,24,12,3,38,7,22,10,10,1,1,2,0,0,2,5,1,50,199,296,0.0,29.0,64.0,93.0,119.0,62.0
1,2020,On the Weaknesses of Reinforcement Learning for Neural Machine Translation,46,11,10,3,3,3,1,1,1,1,8,0,1,0,0,0,0,0,0,0,0,1,1,0,Accept (Poster),Accepted,6,3,8.0,5.67,good,ICLR_2020_5_paper.json,0,1,6,2,1,1,1,3,0,1,0,3,0,0,1,0,0,1,5,26,2,0,37,2,4,35,4,5,2,8,1,1,0,0,1,0,4,1,54,161,51,0.0,2.0,13.0,18.0,19.0,5.0
1,2020,IMPACT: Importance Weighted Asynchronous Architectures with Clipped Target Networks,17,6,9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_315_paper.json,0,0,2,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,10,3,1,19,3,0,25,0,2,2,12,0,2,0,2,0,1,1,1,31,105,10,1.0,0.0,3.0,2.0,4.0,0.0
0,2018,Towards Neural Phrase-based Machine Translation,33,15,7,4,1,4,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2018_152_paper.json,0,0,3,1,2,3,2,7,1,2,0,1,4,0,0,0,0,1,6,33,2,1,20,1,0,37,5,9,4,5,4,0,1,1,3,0,4,6,56,159,40,10.0,13.0,8.0,9.0,3.0,0.0
0,2020,Disentanglement by Nonlinear ICA with General Incompressible-flow Networks (GIN),25,7,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Spotlight),Accepted,6,6,8.0,6.67,good,ICLR_2020_621_paper.json,0,0,3,3,2,1,1,0,3,0,0,1,2,1,2,0,2,2,9,32,2,0,21,9,1,35,2,1,3,2,1,0,0,2,2,0,3,1,95,180,73,0.0,0.0,18.0,26.0,33.0,8.0
1,2020,CoPhy: Counterfactual Learning of Physical Dynamics,51,21,3,13,4,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,Accept (Spotlight),Accepted,6,6,6.0,6.0,good,ICLR_2020_562_paper.json,2,0,3,0,3,1,0,2,0,1,2,8,0,0,1,0,1,0,2,26,2,2,23,10,1,52,0,16,2,12,4,1,3,0,4,1,0,1,61,195,58,0.0,2.0,14.0,20.0,22.0,9.0
0,2020,On the interaction between supervision and self-play in emergent communication,40,23,3,11,6,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2020_480_paper.json,0,0,5,0,4,3,1,5,0,0,1,4,2,0,1,0,1,2,1,30,2,1,25,7,2,56,3,13,1,10,5,0,1,1,0,3,1,1,26,158,40,0.0,1.0,13.0,20.0,5.0,3.0
0,2018,Variational Inference of Disentangled Latent Concepts from Unlabeled Observations,58,24,16,3,12,5,0,1,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2018_91_paper.json,2,0,4,2,2,2,3,3,0,1,0,4,0,1,1,0,1,1,5,32,3,0,27,10,5,26,2,5,1,4,2,1,3,1,2,1,0,1,36,130,369,26.0,70.0,102.0,90.0,86.0,32.0
0,2019,Post Selection Inference with Incomplete Maximum Mean Discrepancy Estimator,47,8,10,0,10,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,Accept (Poster),Accepted,6,5,8.0,6.33,good,ICLR_2019_78_paper.json,1,0,2,1,1,5,2,8,0,0,0,5,0,0,2,0,0,0,4,31,6,2,20,4,0,40,1,10,0,6,0,0,1,1,0,0,0,0,32,123,11,1.0,4.0,1.0,3.0,2.0,3.0
1,2020,An Inductive Bias for Distances: Neural Nets that Respect the Triangle Inequality,42,5,7,0,4,2,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,Accept (Poster),Accepted,8,3,8.0,6.33,good,ICLR_2020_132_paper.json,0,0,0,2,1,3,2,9,0,1,1,4,1,0,3,0,1,0,7,35,2,2,24,1,2,50,1,19,2,11,0,1,1,3,1,0,2,2,116,240,12,0.0,0.0,2.0,3.0,7.0,1.0
0,2019,Adaptivity of deep ReLU network for learning in Besov and mixed smooth Besov spaces: optimal rate and curse of dimensionality,65,8,8,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,Accept (Poster),Accepted,8,6,6.0,6.67,good,ICLR_2019_147_paper.json,1,1,4,3,2,2,0,2,1,2,0,12,0,1,7,0,1,0,16,55,5,6,31,2,3,54,1,5,1,9,0,0,2,2,0,0,3,1,122,247,152,3.0,26.0,47.0,36.0,41.0,16.0
1,2019,Quasi-hyperbolic momentum and Adam for deep learning,69,35,6,5,4,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,7,8.0,7.0,good,ICLR_2019_290_paper.json,1,2,5,1,3,8,4,19,3,1,1,6,1,3,6,0,3,2,14,83,7,2,47,8,2,68,2,10,4,8,7,2,1,2,0,0,2,4,123,299,91,0.0,18.0,29.0,24.0,20.0,7.0
1,2018,Training and Inference with Integers in Deep Neural Networks,29,19,9,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,Accept (Oral),Accepted,7,7,8.0,7.33,good,ICLR_2018_4_paper.json,0,0,7,0,2,0,1,2,0,0,0,6,1,0,1,0,0,1,7,28,2,0,31,9,1,33,3,4,1,0,1,1,0,1,3,0,2,0,66,158,294,38.0,83.0,79.0,51.0,51.0,14.0
