originality,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
1,2019,Improving MMD-GAN Training with Repulsive Loss Function,50,30,0,10,12,4,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2019_258_paper.json,3,0,6,5,3,1,2,5,0,3,0,7,3,0,3,1,1,0,9,52,5,1,30,6,2,46,4,10,2,4,3,1,6,3,4,2,3,3,94,229,52,1,11,21,12,8,7
1,2020,Hamiltonian Generative Networks,31,12,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Spotlight),Accepted,6,6,8,6.67,good,ICLR_2020_561_paper.json,1,1,3,2,1,2,0,6,1,0,0,0,1,1,0,0,7,2,2,30,5,0,24,18,1,35,0,8,5,8,1,2,2,0,2,0,7,5,63,186,133,0,8,52,47,30,9
0,2020,Evolutionary Population Curriculum for Scaling Multi-Agent Reinforcement Learning,51,21,11,5,8,7,3,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_359_paper.json,1,0,1,1,7,3,4,2,0,0,0,6,1,0,1,0,0,0,8,35,6,1,18,16,1,100,0,27,3,5,2,0,5,0,2,2,1,1,39,229,3,0,0,7,20,19,5
0,2018,Maximum a Posteriori Policy Optimisation,48,28,2,3,6,9,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,Accept (Poster),Accepted,7,6,5,6,good,ICLR_2018_59_paper.json,0,0,4,1,1,3,1,2,0,0,1,1,0,0,1,0,3,0,10,28,3,2,15,11,2,59,2,22,2,12,0,0,1,0,0,2,9,3,53,198,309,20,63,72,80,79,30
1,2017,Dynamic Coattention Networks For Question Answering,27,18,8,1,3,0,0,1,0,4,3,1,0,0,0,0,0,0,1,0,0,0,0,1,Accept (Poster),Accepted,8,8,8,8,good,ICLR_2017_87_paper.json,0,0,4,3,0,1,1,4,0,1,0,8,1,0,5,1,3,0,1,33,4,0,30,9,1,24,1,3,0,5,0,0,3,2,1,0,0,0,52,135,649,123,141,94,77,68,7
0,2019,Predicting the Generalization Gap in Deep Networks with Margin Distributions,31,14,13,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,5,9,6.67,good,ICLR_2019_199_paper.json,0,0,1,2,2,3,2,6,1,2,0,5,0,1,2,0,0,0,6,33,0,4,21,3,0,34,2,20,5,8,0,0,3,0,0,3,1,0,60,164,148,3,22,39,45,39,13
1,2020,Weakly Supervised Disentanglement with Guarantees,28,15,5,1,8,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,8,8,3,6.33,good,ICLR_2020_383_paper.json,0,0,4,1,2,2,3,4,0,0,0,1,0,0,2,0,3,1,0,23,2,4,27,5,3,98,1,8,2,10,3,0,0,2,2,0,2,2,50,221,84,0,3,29,35,21,12
1,2020,vq-wav2vec: Self-Supervised Learning of Discrete Speech Representations,38,17,10,0,3,0,0,1,0,0,3,1,0,0,2,0,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_442_paper.json,1,0,1,3,2,1,4,10,1,1,0,1,0,0,0,0,1,0,3,29,1,0,7,6,0,19,3,22,1,3,4,0,2,0,0,1,4,0,15,88,361,0,0,10,13,31,54
1,2018,Action-dependent Control Variates for Policy Optimization via Stein Identity,40,24,5,7,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_89_paper.json,0,0,4,3,1,2,0,4,0,0,0,2,1,1,0,0,1,0,3,22,3,0,20,16,6,42,1,14,3,14,2,0,2,0,0,3,2,3,54,185,46,12,17,7,8,3,1
0,2020,Monotonic Multihead Attention,21,11,2,0,1,1,0,0,0,2,7,1,0,0,2,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_530_paper.json,0,0,1,0,1,1,2,5,0,0,0,12,1,0,0,0,2,1,1,27,2,1,20,15,0,45,1,7,3,8,1,3,1,2,2,1,0,2,31,145,82,0,2,24,29,27,9
1,2017,Steerable CNNs,44,16,2,0,4,5,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,7,8,7,good,ICLR_2017_47_paper.json,1,1,1,0,1,3,0,2,0,2,0,5,0,0,3,0,3,0,4,26,6,1,21,8,2,62,1,11,0,2,4,0,0,1,1,0,0,0,65,185,233,35,54,57,65,64,45
1,2019,Emergent Coordination Through Competition,46,19,6,1,7,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2019_79_paper.json,1,0,9,4,3,2,3,8,1,0,0,4,0,0,2,0,2,0,2,41,0,0,21,16,0,56,1,10,1,2,3,1,0,0,4,1,1,2,43,162,103,3,22,32,29,18,10
1,2018,Detecting Statistical Interactions from Neural Network Weights,52,17,7,3,1,4,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_263_paper.json,5,0,7,4,3,2,2,3,0,0,0,5,0,1,3,0,0,0,5,40,5,2,24,6,3,69,2,19,3,10,1,1,1,2,3,1,3,1,75,231,129,16,25,41,32,20,17
1,2017,Towards Principled Methods for Training Generative Adversarial Networks,13,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Oral),Accepted,8,10,7,8.33,good,ICLR_2017_5_paper.json,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,3,1,41,3,1,78,2,6,0,3,1,2,0,0,0,0,1,2,118,262,1609,18,32,319,309,233,85
1,2019,Posterior Attention Models for Sequence to Sequence Learning,29,14,0,1,2,2,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,9,8,7,8,good,ICLR_2019_103_paper.json,2,0,0,1,2,0,1,5,1,1,0,6,1,0,0,0,2,2,2,26,0,0,20,4,3,36,0,12,2,13,1,1,0,2,1,3,3,6,33,140,28,1,9,9,4,5,0
0,2017,Exploring Sparsity in Recurrent Neural Networks,21,8,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,,6.5,good,ICLR_2017_90_paper.json,1,0,7,1,1,4,0,4,0,2,0,6,1,0,0,0,0,3,5,35,0,0,18,2,4,29,0,7,1,8,1,1,1,1,0,1,2,1,30,107,241,37,59,62,51,29,10
0,2018,Word translation without parallel data,50,15,3,3,3,2,0,0,0,5,14,2,0,0,0,0,0,0,0,2,0,0,0,2,Accept (Poster),Accepted,9,3,8,6.67,good,ICLR_2018_222_paper.json,1,0,5,2,4,1,2,9,0,3,0,8,6,2,2,0,4,0,3,52,1,1,14,9,2,44,3,20,1,25,0,4,2,2,2,0,0,4,36,170,1257,49,274,303,180,143,51
1,2020,Meta-Learning Acquisition Functions for Transfer Learning in Bayesian Optimization,41,7,0,2,7,4,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,Accept (Spotlight),Accepted,8,8,6,7.33,good,ICLR_2020_609_paper.json,0,0,2,4,2,2,4,5,0,0,1,5,0,0,0,0,2,0,2,29,0,2,19,13,3,64,3,29,6,14,0,2,2,1,0,2,4,6,46,216,39,0,2,4,19,14,7
0,2019,SGD Converges to Global Minimum in Deep Learning via Star-convex Path,37,17,0,4,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Accept (Poster),Accepted,8,6,5,6.33,good,ICLR_2019_128_paper.json,0,0,7,1,3,0,0,2,0,0,0,0,0,0,4,0,0,0,2,19,0,0,24,2,0,79,1,4,0,12,2,0,2,0,0,0,0,4,52,182,44,2,8,12,17,8,5
1,2020,Q-learning with UCB Exploration is Sample Efficient for Infinite-Horizon MDP,18,4,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_111_paper.json,1,0,4,0,3,1,0,3,0,1,0,3,1,1,1,0,0,0,4,23,3,4,15,3,0,48,0,2,1,10,0,0,0,2,0,0,1,0,85,174,68,0,4,34,20,12,7
0,2018,TRUNCATED HORIZON POLICY SEARCH: COMBINING REINFORCEMENT LEARNING & IMITATION LEARNING,30,11,7,0,2,6,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,6,3,5.33,good,ICLR_2018_26_paper.json,0,0,2,4,2,4,1,4,2,2,0,3,2,1,2,1,3,1,4,38,2,0,24,6,1,56,4,2,0,12,0,1,0,0,0,2,1,3,31,145,63,4,19,18,11,12,1
1,2020,Adversarially robust transfer learning,26,8,10,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,8,8,1,5.67,good,ICLR_2020_205_paper.json,0,0,7,1,1,1,1,4,1,2,0,2,3,1,0,0,0,1,3,28,2,0,35,5,1,52,3,22,0,15,0,0,3,0,3,0,5,2,13,161,76,0,3,14,32,28,8
1,2020,HOPPITY: LEARNING GRAPH TRANSFORMATIONS TO DETECT AND FIX BUGS IN PROGRAMS,25,14,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_558_paper.json,1,0,4,0,0,2,1,5,0,3,0,3,1,0,0,1,1,1,2,25,4,2,23,5,2,59,3,24,6,11,3,2,1,5,1,2,3,7,63,226,110,1,0,31,37,47,20
1,2020,Cross-lingual Alignment vs Joint Training: A Comparative Study and A Simple Unified Framework,62,29,5,4,2,2,0,0,1,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_299_paper.json,0,0,5,1,2,1,2,8,0,1,0,10,4,0,2,0,0,0,0,36,1,2,20,2,1,32,3,23,2,15,3,2,2,8,0,0,3,3,23,145,56,0,0,23,18,16,0
0,2020,Training binary neural networks with real-to-binary convolutions,31,15,3,3,2,0,0,1,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_467_paper.json,0,0,6,4,1,1,3,7,0,1,0,10,1,0,1,0,2,1,2,40,0,1,15,3,3,20,2,11,3,14,1,0,2,0,1,0,0,2,24,102,118,0,2,29,48,43,26
1,2019,Hierarchical Reinforcement Learning via Advantage-Weighted Information Maximization,40,21,2,6,4,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,Accept (Poster),Accepted,6,7,5,6,good,ICLR_2019_265_paper.json,4,0,5,1,1,1,0,5,1,1,0,7,2,0,2,0,4,0,2,36,3,2,12,13,2,37,5,13,2,4,0,0,4,1,9,3,1,2,51,164,21,0,7,8,6,1,0
0,2019,Aggregated Momentum: Stability Through Passive Damping,38,9,9,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,Accept (Poster),Accepted,7,6,5,6,good,ICLR_2019_386_paper.json,1,0,1,1,4,5,3,10,1,2,0,3,2,0,3,0,1,0,3,40,2,2,29,5,0,77,7,19,2,20,0,2,2,3,1,1,4,2,58,236,55,7,11,6,14,17,3
1,2020,Additive Powers-of-Two Quantization: An Efficient Non-uniform Discretization for Neural Networks,25,9,11,1,4,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_42_paper.json,0,0,3,1,0,2,1,6,0,0,0,11,0,0,2,0,0,1,4,31,4,3,39,11,4,30,0,14,1,12,0,2,0,4,1,1,0,0,60,186,113,0,0,16,51,52,21
0,2019,Analysis of Quantized Models,34,18,4,8,8,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_475_paper.json,1,0,3,1,3,1,3,7,0,0,0,4,1,0,1,0,1,0,7,33,0,0,21,1,2,22,4,5,0,2,0,0,2,0,0,0,1,0,109,169,26,0,5,13,2,5,0
1,2019,Unsupervised Learning via Meta-Learning,56,25,5,12,13,6,0,0,0,1,1,0,2,0,1,0,0,0,1,1,0,0,0,3,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_392_paper.json,1,1,9,3,0,3,4,7,1,2,0,2,2,0,1,0,3,0,1,40,3,2,33,19,0,73,9,31,2,17,6,1,2,1,3,1,5,5,35,248,6,7,31,58,46,37,10
1,2017,Optimization as a Model for Few-Shot Learning,30,12,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Accept (Oral),Accepted,8,9,6,7.67,good,ICLR_2017_3_paper.json,1,0,4,3,1,1,2,1,0,0,0,8,1,0,0,0,6,1,0,29,1,0,16,15,0,35,3,15,1,6,0,0,0,1,0,0,2,2,30,127,2470,0,0,0,433,413,154
0,2019,Learning to Describe Scenes with Programs,23,14,0,5,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,4,6,5.33,good,ICLR_2019_363_paper.json,0,0,0,2,3,1,2,3,0,0,0,3,1,1,0,0,1,0,3,20,0,1,4,5,2,45,2,13,4,23,0,0,0,0,0,0,2,1,25,127,44,0,10,16,12,8,4
0,2020,Differentiable learning of numerical rules in knowledge graphs,26,11,0,0,4,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,3,6,6,5,good,ICLR_2020_502_paper.json,6,1,2,0,0,1,1,4,0,1,0,4,0,0,0,0,2,3,3,28,6,1,15,10,2,23,1,8,4,9,1,1,0,1,1,0,2,1,46,132,19,0,0,3,7,12,3
1,2019,DISTRIBUTIONAL CONCAVITY REGULARIZATION FOR GANS,33,16,3,6,6,2,0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,7,8,7,good,ICLR_2019_353_paper.json,5,1,7,2,3,2,1,7,1,3,0,3,0,0,0,0,0,1,5,41,6,3,30,12,1,74,2,26,0,15,0,0,1,1,1,1,4,1,85,263,6,0,3,2,1,0,1
1,2019,LayoutGAN: Generating Graphic Layouts with Wireframe Discriminators,38,12,6,2,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2019_202_paper.json,0,0,5,0,2,0,0,6,0,0,0,4,0,0,1,0,1,0,6,25,2,1,16,12,0,30,0,3,0,4,0,1,1,1,1,1,1,1,51,126,110,0,13,25,49,29,20
1,2020,Restricting the Flow: Information Bottlenecks for Attribution,44,13,10,3,5,7,0,1,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,Accept (Talk),Accepted,8,8,8,8,good,ICLR_2020_677_paper.json,1,0,9,8,1,1,1,6,3,0,0,6,1,0,2,0,1,0,2,42,1,1,21,3,1,51,4,21,2,4,0,0,0,4,2,1,3,3,72,194,102,0,6,26,41,30,15
1,2017,Learning Recurrent Representations for Hierarchical Behavior Modeling,29,8,2,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,4,1,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2017_177_paper.json,0,0,6,1,3,1,0,4,0,1,0,2,0,0,0,0,0,0,1,19,3,2,10,6,1,36,1,15,2,7,3,0,1,0,0,0,2,1,43,133,39,7,8,6,11,6,3
0,2020,Drawing Early-Bird Tickets: Toward More Efficient Training of Deep Networks,41,25,7,6,7,3,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,Accept (Spotlight),Accepted,8,6,6,6.67,good,ICLR_2020_624_paper.json,0,0,4,2,1,4,4,8,0,1,0,2,2,0,5,1,1,0,2,37,1,0,18,2,1,27,1,1,2,5,1,1,6,0,0,1,2,0,17,86,159,0,1,34,65,60,19
1,2020,Don't Use Large Mini-batches Use Local SGD,77,26,14,10,5,6,1,1,3,0,1,1,2,0,2,1,1,2,0,0,0,1,0,3,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_391_paper.json,0,1,7,2,4,5,7,10,4,3,0,17,1,1,6,0,2,5,12,87,2,4,53,17,4,62,8,17,1,25,2,0,8,3,4,1,3,1,96,311,288,15,41,86,84,73,29
0,2018,Distributed Prioritized Experience Replay,42,19,9,6,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,Accept (Poster),Accepted,9,7,6,7.33,good,ICLR_2018_97_paper.json,0,0,3,4,4,4,0,5,2,0,0,2,1,0,0,0,1,2,8,36,1,3,26,16,2,31,0,16,5,11,2,0,1,1,0,1,1,2,50,169,499,49,129,108,121,101,38
1,2019,Preferences Implicit in the State of the World,32,20,12,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_448_paper.json,0,0,3,2,1,5,0,1,0,0,0,3,0,0,0,0,0,0,0,15,1,0,36,7,0,48,3,11,2,5,4,2,2,1,0,0,2,1,37,162,39,1,4,8,14,13,5
0,2020,Identifying through Flows for Recovering Latent Representations,24,10,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,6,,6,good,ICLR_2020_123_paper.json,2,0,6,0,1,4,1,4,0,0,0,4,0,0,1,0,0,1,3,27,9,0,28,1,0,23,1,3,0,3,0,0,1,0,1,1,0,0,36,107,8,0,0,2,3,3,2
1,2020,Towards Hierarchical Importance Attribution: Explaining Compositional Semantics for Neural Sequence Models,41,15,12,6,3,3,0,0,0,3,3,1,0,0,0,0,0,2,1,0,0,0,0,0,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_612_paper.json,1,0,1,1,0,3,3,1,0,1,0,9,0,0,0,0,0,0,6,26,0,1,18,14,2,32,3,12,2,10,0,1,2,0,0,0,1,1,33,132,73,0,0,16,36,27,5
1,2019,L2-Nonexpansive Neural Networks,37,29,16,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,8,5,6,6.33,good,ICLR_2019_138_paper.json,2,0,10,1,0,3,0,1,3,5,0,4,1,2,5,0,2,1,4,44,0,6,46,2,2,27,0,5,5,14,1,2,1,0,5,0,2,5,56,179,67,6,18,14,23,6,0
1,2018,Interpretable Counting for Visual Question Answering,47,26,0,1,5,1,0,1,9,0,2,1,3,0,1,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_134_paper.json,0,0,4,2,5,1,4,4,1,0,0,7,2,0,0,0,0,0,6,36,2,3,17,12,1,68,4,24,0,5,1,5,0,2,2,1,4,2,37,190,49,13,8,15,8,7,1
0,2020,AutoQ: Automated Kernel-Wise Neural Network Quantization ,38,23,2,2,3,2,1,0,5,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,Accept (Poster),Accepted,6,3,8,5.67,good,ICLR_2020_35_paper.json,0,0,3,2,1,1,0,4,0,0,1,8,2,0,1,0,0,1,2,26,1,0,24,29,0,19,0,6,1,0,0,0,2,1,4,0,0,1,28,116,45,0,3,10,15,20,9
0,2020,Pad̩ Activation Units: End-to-end Learning of Flexible Activation Functions in Deep Networks,37,10,3,7,2,3,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_365_paper.json,1,0,2,3,2,2,3,3,0,0,0,4,0,0,0,1,0,1,7,29,2,5,32,6,0,34,1,16,2,6,1,1,2,0,0,0,0,3,22,133,41,0,1,11,18,12,4
0,2017,Learning to Perform Physics Experiments via Deep Reinforcement Learning,41,28,9,1,5,1,0,3,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2017_76_paper.json,2,0,8,1,6,0,2,1,0,0,0,7,2,0,0,0,1,1,1,32,2,1,36,17,4,62,2,21,2,13,1,0,2,1,1,0,4,4,54,227,76,18,18,8,8,5,2
0,2020,Four Things Everyone Should Know to Improve Batch Normalization,44,15,5,4,10,2,2,3,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_233_paper.json,1,1,7,1,4,1,1,4,1,1,0,7,1,1,1,0,2,0,4,38,0,2,43,2,1,37,1,4,1,10,2,0,3,2,0,1,2,1,27,139,36,0,0,8,15,14,5
1,2020,Causal Discovery with Reinforcement Learning,47,7,3,2,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,Accept (Talk),Accepted,8,8,8,8,good,ICLR_2020_675_paper.json,1,1,8,5,1,3,6,6,0,1,0,11,1,1,1,0,1,0,6,53,3,3,25,11,1,56,5,26,6,13,1,2,3,3,3,2,9,5,51,228,113,0,2,24,38,51,19
1,2018,Ask the Right Questions: Active Question Reformulation with Reinforcement Learning,33,16,0,2,2,0,0,0,0,7,6,1,1,0,0,0,0,0,0,0,1,0,0,1,Accept (Oral),Accepted,7,6,8,7,good,ICLR_2018_7_paper.json,1,0,6,1,0,4,5,4,0,1,0,6,2,0,1,0,1,0,2,34,7,0,26,12,0,50,1,23,1,3,1,1,1,2,3,0,4,8,45,188,135,26,42,27,19,17,5
1,2018,The Role of Minimal Complexity Functions in Unsupervised Learning of Semantic Mappings,36,16,6,1,5,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2018_249_paper.json,1,0,9,3,0,1,0,4,0,0,1,1,2,0,4,0,5,1,5,37,10,0,35,10,2,109,4,11,0,2,0,0,2,0,5,0,2,3,214,409,26,7,7,5,4,1,0
1,2017,Multi-Agent Cooperation and the Emergence of (Natural) Language,39,9,4,0,2,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,Accept (Oral),Accepted,7,7,7,7,good,ICLR_2017_7_paper.json,2,0,5,0,4,2,3,2,0,2,0,3,0,0,0,0,1,0,2,26,3,0,22,4,2,40,1,6,2,7,3,2,1,1,1,0,2,1,35,133,318,34,79,71,56,50,28
1,2019,A new dog learns old tricks:  RL finds classic optimization algorithms,29,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_459_paper.json,0,0,15,3,0,3,0,0,0,1,0,3,0,0,3,0,5,0,7,40,5,1,45,11,5,71,2,20,2,11,5,1,4,3,1,0,2,4,91,284,25,0,1,10,7,6,2
0,2020,Adaptive Correlated Monte Carlo for Contextual Categorical Sequence Generation,64,15,20,6,10,6,1,1,8,1,1,1,1,0,0,0,2,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_317_paper.json,1,0,6,3,2,0,4,7,2,0,1,6,2,0,0,0,1,0,4,39,3,2,34,11,2,47,2,10,1,6,0,0,4,1,1,1,3,1,50,179,3,0,1,2,0,0,0
1,2019,Rethinking the Value of Network Pruning,70,38,10,6,12,1,0,4,5,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_439_paper.json,1,1,10,2,4,4,2,15,0,2,0,8,2,2,1,0,4,2,4,64,1,0,34,5,3,28,1,10,3,18,0,2,1,0,0,4,4,0,21,135,912,2,115,276,297,219,91
0,2019,AD-VAT: An Asymmetric Dueling mechanism for learning Visual Active Tracking,36,16,7,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,Accept (Poster),Accepted,5,4,6,5,good,ICLR_2019_225_paper.json,0,0,1,3,1,1,1,5,0,0,0,8,0,0,0,0,1,0,5,26,7,0,36,7,0,45,3,10,4,10,2,2,3,0,0,1,2,8,95,235,14,1,3,5,4,3,2
1,2020,Fooling Detection Alone is Not Enough: Adversarial Attack against Multiple Object Tracking,36,13,9,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_70_paper.json,0,0,3,1,4,2,0,3,1,2,0,1,0,0,3,0,3,1,8,32,0,1,22,15,1,28,1,8,2,9,3,0,0,0,1,0,1,0,44,136,43,0,0,14,12,19,5
1,2019,Fixup Initialization: Residual Learning Without Normalization,38,22,19,0,5,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,5,7,7,6.33,good,ICLR_2019_165_paper.json,0,0,5,1,3,2,2,6,0,1,0,7,0,0,4,0,1,0,4,36,3,1,16,4,0,68,2,11,2,15,0,0,0,4,0,1,2,1,53,183,242,3,59,85,56,47,32
1,2020,Network Deconvolution,25,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Spotlight),Accepted,8,8,6,7.33,good,ICLR_2020_583_paper.json,1,0,3,1,6,5,1,2,0,2,0,1,0,0,1,0,0,1,6,30,2,0,26,9,4,50,1,14,1,18,0,0,2,1,0,0,3,0,61,192,34,0,0,8,6,4,2
1,2020,Detecting and Diagnosing Adversarial Images with Class-Conditional Capsule Reconstructions,37,13,8,11,3,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_103_paper.json,2,0,5,2,0,1,1,9,1,2,0,6,2,0,4,0,1,0,4,40,1,1,19,8,1,42,3,8,3,17,0,1,2,3,4,0,5,4,23,145,53,1,5,17,19,9,6
1,2020,Coherent Gradients: An Approach to Understanding Generalization in Gradient Descent-based Optimization,29,13,3,2,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,3,6.33,good,ICLR_2020_266_paper.json,0,1,10,0,0,0,0,0,0,0,0,5,1,0,0,0,2,2,2,23,0,0,53,4,3,36,0,6,6,4,3,1,1,0,2,0,4,2,38,163,32,0,2,13,10,7,4
1,2019,FlowQA: Grasping Flow in History for Conversational Machine Comprehension,34,24,0,6,2,0,1,0,0,4,8,4,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_118_paper.json,0,0,1,2,2,3,4,5,0,1,0,5,0,0,0,0,2,0,2,27,4,1,11,8,3,55,1,11,0,5,1,0,3,0,9,0,3,2,109,226,100,4,27,23,24,25,9
0,2017,Recurrent Environment Simulators,19,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,7,5,8,6.67,good,ICLR_2017_104_paper.json,0,1,5,1,1,1,1,7,0,1,0,5,2,1,0,0,0,1,13,40,2,3,79,6,0,27,4,24,2,14,7,1,2,9,4,1,1,3,79,268,165,37,37,29,28,16,12
