meaningful_comparison,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
0,2019,Local SGD Converges Fast and Communicates Little,54,24,3,1,11,7,0,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,0,2,Accept (Poster),Accepted,8,5,8,7,good,ICLR_2019_291_paper.json,0,1,6,0,0,1,3,2,0,0,1,3,4,1,3,0,1,1,6,33,1,2,22,3,0,48,3,7,1,3,1,0,0,0,0,0,1,2,52,146,614,12,60,164,210,196,83
0,2020,Understanding and Improving Information Transfer in Multi-Task Learning,57,16,15,0,2,1,0,1,7,1,3,0,0,0,0,0,0,2,0,1,1,0,0,3,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_414_paper.json,1,2,3,0,1,2,5,13,1,5,0,9,1,0,3,0,1,0,1,48,9,7,16,5,2,142,11,38,8,19,3,0,2,1,1,1,6,1,151,423,30,0,0,13,27,37,11
0,2019,Dynamic Sparse Graph for Efficient Deep Learning,62,29,29,0,5,0,0,2,2,0,1,0,1,0,1,0,0,3,0,0,1,0,0,0,Accept (Poster),Accepted,7,8,7,7.33,good,ICLR_2019_164_paper.json,0,0,5,0,2,3,0,4,0,0,0,3,0,1,0,0,0,0,3,21,1,1,36,6,0,47,2,8,3,8,0,0,3,2,2,1,1,4,59,184,27,0,5,13,5,5,3
0,2019,Neural Graph Evolution: Towards Efficient Automatic Robot Design,40,14,13,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,5,8,6,6.33,good,ICLR_2019_93_paper.json,0,1,4,2,4,3,3,2,1,0,0,6,1,1,1,0,2,1,0,32,7,2,27,20,1,68,4,11,1,8,1,2,2,3,1,1,3,1,47,210,29,0,1,6,10,12,4
1,2017,Frustratingly Short Attention Spans in Neural Language Modeling,35,25,12,5,3,2,0,0,0,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2017_118_paper.json,0,0,3,3,1,0,2,3,0,1,0,5,1,0,0,0,1,0,4,24,1,0,6,3,1,17,2,5,2,9,2,0,0,2,2,0,0,4,18,74,91,27,17,13,8,10,2
0,2019,FlowQA: Grasping Flow in History for Conversational Machine Comprehension,34,24,0,6,2,0,1,0,0,4,8,4,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_118_paper.json,0,0,1,2,2,3,4,5,0,1,0,5,0,0,0,0,2,0,2,27,4,1,11,8,3,55,1,11,0,5,1,0,3,0,9,0,3,2,109,226,100,4,27,23,24,25,9
1,2019,The Laplacian in RL: Learning Representations with Efficient Approximations,32,14,9,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_198_paper.json,0,0,6,0,2,2,1,4,0,0,1,4,0,0,2,0,1,0,1,24,6,3,26,7,1,54,2,25,1,18,1,1,0,1,0,1,0,1,77,225,47,1,6,8,12,20,4
0,2019,Multiple-Attribute Text Rewriting,49,27,26,3,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_155_paper.json,2,0,3,3,0,3,4,10,0,2,0,4,1,1,3,0,5,1,2,44,2,2,31,7,4,43,9,10,3,10,1,1,0,3,3,0,3,3,66,201,165,0,30,49,51,37,14
0,2019,Learning to Adapt in Dynamic Real-World Environments through Meta-Reinforcement Learning,58,19,12,1,1,3,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,1,Accept (Poster),Accepted,7,7,2,5.33,good,ICLR_2019_277_paper.json,0,0,4,2,2,2,0,5,0,3,0,3,1,0,2,0,1,0,2,27,1,1,21,18,0,56,2,18,1,13,3,1,2,1,0,0,3,1,28,170,336,7,42,93,107,102,28
0,2018,Active Learning for Convolutional Neural Networks: A Core-Set Approach,49,6,1,0,8,8,0,2,3,0,1,1,0,1,0,0,0,0,2,1,1,0,0,4,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_257_paper.json,1,0,3,3,1,4,2,7,0,1,0,3,1,0,2,0,2,1,7,38,5,0,23,10,2,45,3,17,1,13,1,1,0,6,0,0,4,6,28,165,905,2,66,192,281,320,138
0,2018,Boundary Seeking GANs,41,22,25,0,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,7,4,6,good,ICLR_2018_274_paper.json,3,0,4,3,2,3,3,8,0,1,0,3,2,1,1,0,2,0,6,42,4,1,21,7,1,37,2,8,1,15,0,0,0,3,0,0,3,3,54,160,11,0,5,1,3,1,1
0,2019,Backpropamine: training self-modifying neural networks with differentiable neuromodulated plasticity,48,12,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,Accept (Poster),Accepted,5,4,9,6,good,ICLR_2019_408_paper.json,0,2,6,8,0,2,2,3,1,1,0,0,0,0,1,0,1,1,12,40,4,2,23,14,4,19,1,1,8,2,4,0,1,0,2,0,1,2,59,147,66,1,11,21,20,14,7
0,2020,Training Recurrent Neural Networks Online by Learning Explicit State Variables,43,5,0,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,4,2,0,0,0,0,Accept (Poster),Accepted,6,6,3,5,good,ICLR_2020_300_paper.json,2,1,2,1,3,2,0,6,1,1,0,5,0,0,1,0,3,0,6,34,6,2,27,5,5,61,2,19,2,7,2,1,1,3,0,0,0,2,93,238,7,2,1,2,1,1,0
0,2019,Generative predecessor models for sample-efficient imitation learning,36,13,9,2,7,4,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,Accept (Poster),Accepted,7,5,6,6,good,ICLR_2019_345_paper.json,1,0,7,1,3,1,1,2,0,2,1,1,1,0,0,0,2,0,6,29,2,0,29,7,2,54,3,13,2,8,3,0,3,0,0,0,0,2,20,148,25,0,10,8,1,7,1
0,2020,Deep Batch Active Learning by Diverse Uncertain Gradient Lower Bounds,48,10,8,1,7,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Accept (Talk),Accepted,8,6,8,7.33,good,ICLR_2020_664_paper.json,1,0,10,3,2,6,3,3,0,0,0,5,1,0,3,1,3,0,1,42,2,0,28,14,1,40,5,4,0,4,0,2,3,1,0,1,2,1,42,150,302,1,6,55,116,142,67
1,2019,Adaptivity of deep ReLU network for learning in Besov and mixed smooth Besov spaces: optimal rate and curse of dimensionality,65,8,8,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2019_147_paper.json,1,1,4,3,2,2,0,2,1,2,0,12,0,1,7,0,1,0,16,55,5,6,31,2,3,54,1,5,1,9,0,0,2,2,0,0,3,1,122,247,152,3,26,47,36,41,16
0,2019,Graph HyperNetworks for Neural Architecture Search,40,26,10,9,2,3,0,1,4,1,0,0,2,0,0,0,1,0,2,1,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_453_paper.json,2,0,3,4,1,3,0,7,0,0,0,5,2,0,2,1,0,0,6,36,2,1,17,14,3,24,5,16,1,13,0,0,1,0,1,0,2,1,33,134,172,2,42,52,44,43,18
0,2020,Efficient Riemannian Optimization on the Stiefel Manifold via the Cayley Transform,33,5,7,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,3,6,6,5,good,ICLR_2020_196_paper.json,0,0,1,2,0,2,0,2,1,1,0,8,0,0,2,0,1,0,3,23,4,1,14,6,2,39,1,12,2,7,0,0,1,0,0,0,0,2,41,132,50,0,2,20,15,15,6
0,2019,Discriminator Rejection Sampling,29,21,10,1,2,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_281_paper.json,1,0,4,2,0,2,0,4,1,0,0,1,0,1,0,0,2,1,2,21,1,0,22,4,1,49,1,7,2,5,2,1,4,1,1,0,1,0,20,122,100,7,26,29,24,16,3
0,2020,Neural Text Generation With Unlikelihood Training,30,17,14,1,1,0,1,0,0,1,5,2,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,3,5,good,ICLR_2020_191_paper.json,2,0,7,0,1,0,4,5,0,0,0,4,1,0,3,0,0,1,4,32,2,0,28,10,1,27,1,15,1,10,1,2,2,0,5,1,2,0,41,149,276,0,12,62,98,113,48
1,2019,Equi-normalization of Neural Networks,41,10,2,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,5,6.33,good,ICLR_2019_401_paper.json,1,0,6,1,2,5,2,4,0,1,0,8,1,0,0,0,0,1,6,38,0,2,20,9,1,78,5,19,4,11,1,1,0,1,1,1,3,3,72,232,7,0,2,2,1,3,1
0,2020,Polylogarithmic width suffices for gradient descent to achieve arbitrarily small test error with shallow ReLU networks,30,18,15,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,8,7.33,good,ICLR_2020_312_paper.json,0,0,2,0,1,0,3,2,0,1,0,4,3,0,3,0,1,0,10,30,1,7,7,1,0,48,2,8,3,2,0,0,0,1,2,0,3,1,100,186,117,1,7,43,32,41,12
0,2020,Prediction Consistency Curvature: Representation Learning for Locally-Linear Control,32,7,4,0,4,3,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_251_paper.json,2,1,4,3,1,3,2,2,1,1,0,0,0,0,0,0,1,0,6,27,5,3,19,9,0,86,3,7,1,4,1,1,1,1,0,1,1,4,158,305,21,0,1,8,5,7,0
1,2019,Bounce and Learn: Modeling Scene Dynamics with Real-World Bounces,54,14,1,2,5,1,0,4,11,0,0,0,6,2,0,0,0,0,0,0,4,0,0,1,Accept (Poster),Accepted,8,6,7,7,good,ICLR_2019_75_paper.json,0,0,1,1,3,5,2,3,1,0,2,3,0,0,0,0,2,0,4,27,3,2,25,10,4,88,5,31,3,24,3,0,3,1,2,0,3,2,53,262,18,0,6,4,4,4,1
0,2018,Progressive Reinforcement Learning with Distillation for Multi-Skilled Motion Control,31,16,9,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,Accept (Poster),Accepted,7,7,5,6.33,good,ICLR_2018_317_paper.json,1,0,6,0,4,0,1,4,0,0,0,1,0,0,0,0,2,0,3,22,6,1,43,12,3,44,0,17,3,5,1,3,2,1,3,0,5,2,71,222,47,11,11,11,9,6,3
1,2020,Neural Text Generation With Unlikelihood Training,30,17,14,1,1,0,1,0,0,1,5,2,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,3,5,good,ICLR_2020_191_paper.json,2,0,7,0,1,0,4,5,0,0,0,4,1,0,3,0,0,1,4,32,2,0,28,10,1,27,1,15,1,10,1,2,2,0,5,1,2,0,41,149,276,0,12,62,98,113,48
1,2019,Don't Settle for Average Go for the Max: Fuzzy Sets and Max-Pooled Word Vectors,67,22,10,2,0,1,0,0,0,1,4,3,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,8,8,5,7,good,ICLR_2019_358_paper.json,2,1,3,0,2,4,1,3,1,1,0,3,2,0,1,0,2,1,0,27,6,0,27,9,2,33,3,8,0,11,4,1,1,1,1,0,2,3,40,152,28,1,9,9,6,5,3
0,2018,Divide and Conquer Networks,28,8,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_57_paper.json,0,1,0,3,2,1,0,0,2,0,1,2,1,0,0,0,2,0,5,20,6,2,16,11,2,54,5,19,0,3,2,2,0,0,1,1,1,0,70,195,12,2,2,7,1,1,2
0,2020,Learning Compositional Koopman Operators for Model-Based Control,41,19,0,7,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_571_paper.json,1,0,6,1,4,1,1,3,0,1,0,5,0,0,0,0,0,0,0,23,6,0,11,8,3,61,3,12,1,7,3,1,1,3,0,3,6,2,56,187,70,0,0,20,25,30,10
1,2020,SlowMo: Improving Communication-Efficient Distributed SGD with Slow Momentum,49,28,6,6,9,6,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_235_paper.json,0,1,7,6,1,4,4,3,1,0,0,9,3,0,1,0,1,0,4,45,3,3,23,6,2,47,4,20,0,10,4,1,2,1,1,0,3,0,54,184,104,0,4,31,42,29,17
0,2020,Automated curriculum generation through setter-solver interactions,33,14,10,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_83_paper.json,0,1,7,2,2,1,0,2,1,0,0,3,0,1,1,0,4,1,3,29,4,0,47,12,0,37,0,11,3,17,1,1,0,3,1,3,4,1,70,215,22,0,0,3,10,12,1
1,2019,InstaGAN: Instance-aware Image-to-Image Translation,47,33,25,0,7,0,0,2,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,8,7,7.33,good,ICLR_2019_500_paper.json,0,0,2,2,0,2,3,5,0,1,1,4,1,0,0,0,0,0,2,23,0,2,8,3,0,54,1,14,1,14,3,1,2,3,2,0,2,5,26,141,117,0,27,46,35,15,6
1,2017,Adversarial Machine Learning at Scale,18,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2017_178_paper.json,0,0,6,2,2,6,0,3,0,1,0,1,0,0,1,0,1,1,0,24,4,2,34,3,0,36,0,11,0,15,3,0,1,1,6,0,0,4,32,152,2195,4,4,39,416,416,121
0,2018,Learning a Generative Model for Validity in Complex Discrete Structures,25,8,3,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_273_paper.json,2,0,1,1,0,4,2,5,0,1,0,1,0,0,0,0,0,0,2,19,1,1,21,8,0,49,5,13,1,11,0,0,0,2,3,0,0,1,35,151,18,8,4,3,1,1,1
0,2020,Augmenting Non-Collaborative Dialog Systems with Explicit Semantic and Strategic Dialog History,32,7,2,1,2,1,0,0,0,3,13,4,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_252_paper.json,0,0,1,1,0,0,2,8,1,0,0,7,1,0,0,0,0,0,1,22,1,0,19,7,0,34,0,17,4,5,0,0,0,0,3,1,0,3,36,130,9,0,0,1,1,8,4
0,2020,Model-Augmented Actor-Critic: Backpropagating through Paths,40,18,10,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,3,8,6,5.67,good,ICLR_2020_293_paper.json,0,0,7,5,2,3,0,4,2,1,0,3,0,0,0,1,3,0,6,37,2,0,16,5,0,50,0,14,3,5,1,1,2,0,0,0,3,3,30,135,51,0,1,9,17,26,6
0,2020,Gap-Aware Mitigation of Gradient Staleness,35,6,5,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,3,3,4,poor,ICLR_2020_129_paper.json,2,0,3,1,1,1,3,6,0,0,0,8,0,0,2,0,2,1,3,33,7,1,43,11,2,38,2,12,0,8,3,2,6,2,5,3,3,3,65,216,8,0,1,1,3,3,1
1,2020,SUMO: Unbiased Estimation of Log Marginal Probability for Latent Variable Models,67,19,3,7,10,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Spotlight),Accepted,8,8,6,7.33,good,ICLR_2020_628_paper.json,2,0,8,3,1,3,1,4,0,1,0,4,1,0,0,0,3,0,10,41,4,1,36,10,2,52,2,14,4,10,3,1,0,1,1,1,2,1,43,188,22,0,0,10,9,4,0
1,2020,How much Position Information Do Convolutional Neural Networks Encode?,30,8,5,0,2,0,0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Accept (Spotlight),Accepted,8,8,8,8,good,ICLR_2020_560_paper.json,0,0,4,5,0,0,1,3,0,0,0,3,0,0,1,0,0,0,0,17,0,0,20,3,2,46,3,13,2,7,2,1,1,2,2,2,1,2,29,138,162,0,1,26,67,77,30
0,2017,SampleRNN: An Unconditional End-to-End Neural Audio Generation Model,28,12,8,0,3,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,Accept (Poster),Accepted,9,8,8,8.33,good,ICLR_2017_88_paper.json,1,0,3,2,0,0,0,5,0,1,0,1,2,0,0,0,3,0,2,20,3,0,18,11,0,32,1,10,2,10,1,1,0,1,0,0,2,5,28,125,477,96,106,105,75,57,24
0,2020,Semi-Supervised Generative Modeling for Controllable Speech Synthesis,41,12,14,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_192_paper.json,1,0,3,0,3,1,3,6,1,1,0,4,1,0,3,0,5,4,4,40,4,3,27,7,1,54,1,15,4,8,2,2,1,1,2,0,1,4,56,193,214,0,0,13,10,11,1
0,2019,Beyond Pixel Norm-Balls: Parametric Adversaries using an Analytically Differentiable Renderer,60,30,12,3,1,0,0,2,13,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2019_324_paper.json,0,1,3,8,2,5,1,7,0,1,0,7,0,0,1,0,1,0,2,39,5,2,24,2,3,75,2,16,5,10,1,0,0,0,0,1,0,4,53,203,83,1,15,25,28,18,5
0,2019,RotDCF: Decomposition of Convolutional Filters for Rotation-Equivariant Deep Networks,42,8,8,1,4,2,0,0,12,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_162_paper.json,0,0,1,4,2,1,2,2,0,0,0,9,3,0,2,0,0,1,10,37,0,0,20,8,1,19,1,8,1,7,0,2,8,0,4,0,0,1,101,181,32,1,6,9,10,6,3
0,2020,Learning to Coordinate Manipulation Skills via Skill Behavior Diversification,34,17,2,9,7,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_520_paper.json,0,1,2,1,0,1,1,5,0,0,0,4,0,0,0,0,0,0,3,18,2,2,21,35,0,37,1,17,1,6,1,0,1,4,0,1,0,2,49,180,39,0,1,5,13,21,2
0,2020,Mutual Information Gradient Estimation for  Representation Learning,51,10,7,3,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,Accept (Poster),Accepted,8,6,3,5.67,good,ICLR_2020_485_paper.json,1,1,9,2,7,4,0,3,1,0,0,4,1,0,0,0,0,0,5,38,3,1,14,6,2,37,1,6,3,11,0,1,1,0,0,0,0,0,38,124,19,0,0,6,10,3,2
0,2020,Controlling generative models with continuous factors of variations,32,8,17,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_325_paper.json,0,0,2,1,1,3,2,5,1,0,0,8,1,1,3,0,0,2,4,34,0,2,26,6,1,54,0,10,1,9,0,1,0,3,1,0,2,3,54,173,92,0,0,14,41,37,11
0,2019,Learning to Simulate Complex Physics with Graph Networks,25,12,5,1,0,1,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_196_paper.json,1,0,3,1,2,2,1,3,1,0,0,5,0,0,0,0,1,2,0,22,2,0,12,5,0,57,0,14,3,12,2,1,2,0,0,1,3,2,36,152,61,1,0,55,160,237,102
0,2020,Learning from Unlabelled Videos Using Contrastive Predictive Neural 3D Mapping,59,9,0,0,5,0,0,3,8,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_296_paper.json,0,0,5,3,3,9,2,11,3,6,0,10,2,1,1,0,4,2,4,66,2,1,12,4,0,88,4,29,3,12,1,1,2,4,1,0,3,4,53,224,20,0,0,6,7,7,2
0,2017,Third Person Imitation Learning,50,13,12,1,4,4,2,1,2,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,Accept (Poster),Accepted,6,5,6,5.67,good,ICLR_2017_40_paper.json,0,1,0,3,3,0,2,1,0,0,0,1,0,0,0,0,6,0,4,21,4,0,30,11,1,36,4,3,2,8,5,1,0,1,0,0,0,2,28,136,189,39,44,33,36,20,1
0,2020,Gradientless Descent: High-Dimensional Zeroth-Order Optimization,30,4,6,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,Accept (Spotlight),Accepted,6,6,8,6.67,good,ICLR_2020_564_paper.json,1,0,2,1,1,1,0,3,0,0,0,5,0,0,4,0,0,0,2,20,0,0,13,6,1,58,3,9,3,17,0,1,1,1,0,0,0,2,63,178,46,0,2,13,22,9,4
0,2019,Sample Efficient Imitation Learning for Continuous Control,33,6,9,0,3,9,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,Accept (Poster),Accepted,7,5,5,5.67,good,ICLR_2019_81_paper.json,0,1,3,0,6,2,0,5,1,0,0,2,0,1,1,0,1,1,2,26,6,0,17,5,2,27,0,12,2,16,0,0,0,2,1,0,1,4,42,137,50,0,12,17,13,8,1
0,2020,Computation Reallocation for Object Detection,34,15,8,0,1,1,0,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,3,6,6,5,good,ICLR_2020_143_paper.json,2,0,2,2,0,1,1,16,0,1,0,5,1,1,1,0,1,1,12,47,1,1,14,6,2,48,0,12,5,12,0,1,0,0,2,0,1,1,25,131,31,0,1,14,14,3,0
1,2019,A Closer Look at Deep Learning Heuristics: Learning rate restarts Warmup and Distillation,35,23,21,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,4,7,6,5.67,good,ICLR_2019_389_paper.json,3,1,9,0,1,1,1,6,0,0,0,7,1,1,3,0,2,1,3,40,1,5,22,5,0,36,0,17,1,11,1,1,0,0,8,0,2,0,36,146,136,0,17,40,40,45,18
0,2018,cGANs with Projection Discriminator,33,25,5,5,6,4,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2018_73_paper.json,1,1,1,2,2,0,1,11,1,3,0,2,1,0,1,0,0,0,5,32,2,2,18,2,1,35,4,19,2,14,1,1,2,3,0,1,3,3,36,149,611,54,125,172,169,92,28
1,2019,Critical Learning Periods in Deep Networks,33,6,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Accept (Poster),Accepted,9,8,6,7.67,good,ICLR_2019_83_paper.json,2,0,9,0,1,3,2,6,0,1,0,4,0,0,3,0,4,0,8,43,0,1,47,11,1,41,1,13,4,4,1,0,2,0,0,0,5,1,53,185,85,2,11,20,28,24,11
0,2019,Reasoning About Physical Interactions with Object-Oriented Prediction and Planning,31,12,3,5,4,2,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,9,5,7,good,ICLR_2019_201_paper.json,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,2,0,1,8,1,3,17,8,1,36,3,14,1,7,0,2,2,1,2,0,6,5,29,138,96,0,19,29,22,29,7
0,2020,Generative Models for Effective ML on Private Decentralized Datasets,60,27,8,4,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,8,3,5.67,good,ICLR_2020_304_paper.json,1,0,12,6,2,1,2,9,1,0,0,5,1,0,0,0,1,0,5,46,3,0,60,31,2,54,6,16,3,5,4,2,1,0,4,0,2,5,65,263,111,0,1,27,39,49,9
0,2019,Learning Procedural Abstractions and Evaluating Discrete Latent Temporal Structure,32,5,4,0,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,Accept (Poster),Accepted,5,6,7,6,good,ICLR_2019_131_paper.json,0,0,5,3,2,2,0,3,0,2,0,2,1,0,0,0,3,1,5,29,8,1,28,3,0,69,0,18,2,15,2,0,2,3,2,4,1,4,58,220,8,0,0,2,3,3,1
0,2020,Progressive Memory Banks for Incremental Domain Adaptation,41,14,7,0,5,2,1,0,1,5,5,2,0,0,0,0,0,0,1,0,0,0,1,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_82_paper.json,2,0,8,2,2,2,5,1,0,2,0,7,0,1,0,0,4,3,3,42,4,1,21,11,0,64,3,16,3,23,0,2,1,4,1,1,1,3,49,208,18,0,1,5,8,4,1
0,2020,Learning representations for binary-classification without backpropagation,39,7,3,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_311_paper.json,3,0,8,2,3,1,1,1,0,2,0,4,1,1,2,1,0,1,2,33,4,2,31,1,1,38,0,1,1,13,0,0,2,4,1,0,2,2,36,139,4,0,0,2,1,1,0
0,2020,Evaluating The Search Phase of Neural Architecture Search,50,31,13,4,3,5,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_17_paper.json,1,1,5,3,1,3,4,10,1,3,0,7,0,2,1,0,2,2,4,50,0,1,30,15,0,49,2,23,4,9,1,0,2,6,1,4,3,2,46,198,272,3,52,100,84,39,10
1,2018,Variational Network Quantization,54,26,16,2,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_327_paper.json,3,1,7,3,2,1,1,6,1,0,0,4,2,0,1,0,2,2,4,40,3,2,28,16,0,31,3,11,4,9,2,2,0,1,3,1,5,4,49,174,63,15,15,13,13,8,2
0,2020,Few-shot Text Classification with Distributional Signatures,54,22,14,2,4,3,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,Accept (Poster),Accepted,6,1,3,3.33,poor,ICLR_2020_88_paper.json,4,0,4,3,1,6,3,9,1,0,0,2,2,0,0,0,0,1,4,40,5,0,12,11,0,62,4,29,4,20,0,0,0,0,0,1,2,4,52,206,94,0,2,19,38,45,12
0,2018,Towards Synthesizing Complex Programs From Input-Output Examples,37,15,5,6,5,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,Accept (Poster),Accepted,8,7,5,6.67,good,ICLR_2018_284_paper.json,0,1,3,3,6,5,0,4,1,1,0,12,0,3,3,0,3,1,8,54,6,2,58,27,1,143,6,29,4,21,8,2,1,10,1,2,2,5,115,443,42,10,12,10,8,2,5
