motivation,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
1,2018,Interpretable Counting for Visual Question Answering,47,26,0,1,5,1,0,1,9,0,2,1,3,0,1,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_134_paper.json,0,0,4,2,5,1,4,4,1,0,0,7,2,0,0,0,0,0,6,36,2,3,17,12,1,68,4,24,0,5,1,5,0,2,2,1,4,2,37,190,49,13,8,15,8,7,1
1,2020,Meta Reinforcement Learning with Autonomous Inference of Subtask Dependencies,44,11,11,3,5,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_456_paper.json,4,0,3,7,3,5,7,6,2,1,0,4,2,0,1,0,0,0,7,52,6,2,14,17,0,64,3,22,1,17,1,2,4,2,1,0,3,5,123,287,13,0,0,4,2,7,10
1,2018,Parameter Space Noise for Exploration,39,10,9,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_289_paper.json,0,0,3,6,3,2,4,6,2,0,0,3,1,1,0,0,4,1,8,44,1,3,25,15,0,43,4,15,4,7,2,2,1,0,2,1,4,3,56,188,456,100,111,98,72,68,26
1,2020,Locally Constant Networks,40,9,4,3,6,6,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Accept (Poster),Accepted,3,6,6,5,good,ICLR_2020_241_paper.json,2,2,6,4,1,1,3,10,0,0,0,4,0,0,0,0,0,0,5,38,1,5,28,6,1,89,3,6,5,3,1,2,0,0,0,1,2,1,83,237,2,0,0,1,1,0,0
1,2018,DORA The Explorer: Directed Outreaching Reinforcement Action-Selection,24,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2018_298_paper.json,0,0,2,1,3,0,0,8,0,1,1,4,1,1,0,0,1,0,0,23,5,1,29,8,2,41,2,10,0,9,1,4,2,3,1,1,0,2,58,179,48,3,16,10,7,11,1
1,2019,Max-MIG: an Information Theoretic Approach for Joint Learning from Crowds,28,5,5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_59_paper.json,0,0,0,1,0,2,4,6,1,1,0,10,0,0,3,0,0,2,2,32,2,2,14,7,1,51,1,15,0,15,0,1,1,6,1,1,4,2,61,185,28,1,4,6,7,12,7
1,2020,Q-learning with UCB Exploration is Sample Efficient for Infinite-Horizon MDP,18,4,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_111_paper.json,1,0,4,0,3,1,0,3,0,1,0,3,1,1,1,0,0,0,4,23,3,4,15,3,0,48,0,2,1,10,0,0,0,2,0,0,1,0,85,174,68,0,4,34,20,12,7
1,2019,Practical lossless compression with latent variables using bits back coding,29,6,2,7,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2019_470_paper.json,1,1,3,0,0,1,2,1,1,1,0,5,2,0,1,0,0,0,1,20,2,1,23,5,7,60,1,12,1,10,4,1,3,0,0,0,2,1,61,194,86,0,10,18,33,31,6
0,2019,Trellis Networks for Sequence Modeling,57,26,0,9,9,8,0,2,4,0,2,0,0,0,1,0,0,0,2,2,0,0,0,1,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_252_paper.json,1,1,8,2,3,0,1,4,0,1,0,2,1,0,4,2,0,1,4,35,12,1,26,12,1,48,3,13,2,4,2,0,0,0,5,1,3,1,59,193,101,1,16,20,37,30,4
1,2019,GAN Dissection: Visualizing and Understanding Generative Adversarial Networks,50,31,5,12,7,1,0,2,7,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2019_257_paper.json,0,0,4,1,2,4,1,3,0,0,0,3,1,0,1,0,0,2,1,23,1,1,22,8,0,61,1,10,1,6,2,0,1,2,3,0,3,0,36,158,304,7,62,95,83,60,18
0,2020,Adversarially robust transfer learning,26,8,10,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,8,8,1,5.67,good,ICLR_2020_205_paper.json,0,0,7,1,1,1,1,4,1,2,0,2,3,1,0,0,0,1,3,28,2,0,35,5,1,52,3,22,0,15,0,0,3,0,3,0,5,2,13,161,76,0,3,14,32,28,8
1,2020,Discovering Motor Programs by Recomposing Demonstrations,48,12,7,0,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,3,8,6,5.67,good,ICLR_2020_263_paper.json,2,1,1,2,4,6,1,6,0,0,0,6,0,0,0,0,0,2,0,31,2,1,12,8,3,52,2,9,0,11,1,1,0,1,0,0,3,8,17,131,35,0,0,8,14,16,3
1,2020,How to 0wn the NAS in Your Spare Time,35,16,1,2,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Accept (Poster),Accepted,6,6,3,5,good,ICLR_2020_525_paper.json,0,0,12,2,1,3,0,8,0,1,0,4,2,0,0,0,0,0,5,38,0,0,21,14,1,91,4,12,3,6,1,2,0,1,2,0,2,3,37,200,20,0,1,5,8,7,1
1,2018,Understanding Deep Neural Networks with Rectified Linear Units,41,11,11,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,3,0,0,0,1,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2018_202_paper.json,0,0,2,3,3,0,3,1,1,0,0,2,2,1,6,1,2,0,5,32,7,3,15,9,1,50,0,2,2,3,1,1,0,0,1,0,1,2,104,202,448,59,75,121,105,75,32
1,2018,Backpropagation through the Void: Optimizing control variates for black-box gradient estimation,37,18,10,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Accept (Poster),Accepted,8,7,6,7,good,ICLR_2018_270_paper.json,1,0,3,2,0,3,4,4,4,1,0,7,0,0,0,0,1,1,6,37,3,2,16,6,0,62,1,14,3,9,3,0,0,1,1,0,2,2,34,159,242,48,65,55,41,31,12
1,2018,Large scale distributed neural network training through online distillation,17,10,0,3,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,4,6,6,good,ICLR_2018_101_paper.json,0,1,6,1,3,2,1,7,0,0,1,2,2,1,1,0,0,0,0,28,3,0,67,7,3,29,0,14,3,4,6,0,2,1,0,1,1,3,12,156,281,24,51,83,64,62,21
0,2018,Learning Approximate Inference Networks for Structured Prediction,44,20,1,2,7,4,2,0,0,8,3,1,1,0,0,0,1,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,5,9,7,good,ICLR_2018_85_paper.json,1,0,1,0,1,3,2,11,1,2,0,6,0,0,0,0,5,1,4,38,4,3,22,5,0,58,3,33,3,10,2,2,3,1,2,1,5,1,65,223,46,8,18,10,7,3,2
1,2017,End-to-end Optimized Image Compression,26,7,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Accept (Oral),Accepted,7,8,9,8,good,ICLR_2017_2_paper.json,2,2,9,2,1,3,4,8,0,9,0,1,0,0,1,0,1,2,7,52,5,0,19,6,0,36,0,10,2,6,0,1,1,2,1,1,3,3,44,140,15,75,122,196,206,272,105
1,2020,Scalable and Order-robust Continual Learning with Additive Parameter Decomposition,30,10,2,6,5,4,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,1,6,8,5,good,ICLR_2020_30_paper.json,1,1,1,2,0,0,0,8,0,0,0,13,2,0,1,0,0,0,0,29,0,2,30,10,2,49,0,14,3,14,1,0,1,3,1,0,3,1,26,160,69,0,0,15,27,27,16
1,2019,Learning what and where to attend,42,11,1,0,3,1,0,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2019_61_paper.json,1,2,7,4,2,5,4,2,0,1,0,2,1,0,2,0,0,2,7,42,1,2,26,17,2,54,1,13,4,14,1,5,7,2,5,2,1,1,49,207,66,2,11,17,19,23,12
0,2019,Multi-class classification without multi-class labels,48,9,6,3,4,3,1,0,2,0,0,0,1,0,0,1,1,0,0,4,0,0,0,4,Accept (Poster),Accepted,6,7,5,6,good,ICLR_2019_330_paper.json,1,0,1,2,1,3,3,6,0,2,0,7,0,0,2,0,1,0,5,34,2,2,31,11,0,36,2,15,1,10,1,1,1,1,0,0,4,3,53,174,0,0,11,16,23,30,14
1,2018,i-RevNet: Deep Invertible Networks,29,11,11,0,0,2,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,9,8,8.33,good,ICLR_2018_142_paper.json,1,0,8,3,1,4,2,3,1,1,0,5,0,1,3,0,2,0,13,48,2,0,27,7,0,48,1,6,1,7,0,1,0,0,0,0,0,0,47,147,45,20,76,55,64,38,12
1,2019,NOODL: Provable Online Dictionary Learning and Sparse Coding,52,4,3,0,4,3,0,0,1,0,0,0,0,0,1,0,0,0,2,10,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_188_paper.json,0,0,9,1,1,3,4,5,0,0,0,6,0,1,1,0,1,2,10,44,4,4,18,10,1,132,4,16,0,7,1,0,1,1,1,0,2,0,180,382,14,0,3,8,2,1,0
1,2020,A Closer Look at the Optimization Landscapes of Generative Adversarial Networks,41,15,0,7,10,4,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_287_paper.json,1,2,2,1,2,1,4,7,1,0,0,7,2,0,2,0,0,0,5,37,3,0,27,4,2,73,4,10,0,4,0,0,1,3,1,0,5,1,53,191,46,0,6,15,19,7,3
1,2017,Deep Variational Bayes Filters: Unsupervised Learning of State Space Models from Raw Data,24,8,7,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2017_120_paper.json,0,0,2,2,1,1,0,1,1,1,0,3,0,0,4,0,1,1,3,21,0,1,17,8,0,30,4,9,0,2,0,1,0,2,1,0,2,2,44,123,304,45,47,59,67,64,12
1,2018,Neural Map: Structured Memory for Deep Reinforcement Learning,20,11,0,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Accept (Poster),Accepted,7,9,6,7.33,good,ICLR_2018_313_paper.json,1,0,4,0,0,1,0,1,0,0,0,7,1,0,0,0,0,1,5,21,8,1,28,15,3,36,1,17,3,8,0,1,0,2,1,0,1,2,91,218,210,52,49,45,37,21,5
1,2020,Adjustable Real-time Style Transfer,33,8,10,1,2,1,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_198_paper.json,1,0,4,1,3,1,0,4,1,0,0,3,1,1,0,0,1,0,4,25,0,1,15,5,0,22,0,8,2,4,1,0,0,1,1,0,2,1,24,87,128,0,3,5,3,6,0
1,2020,Budgeted Training: Rethinking Deep Neural Network Training Under Resource Constraints,64,23,3,4,3,5,3,1,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_178_paper.json,6,0,8,2,5,3,4,7,1,1,0,7,1,0,1,1,0,0,4,51,2,1,28,4,3,55,5,27,7,22,0,4,2,0,1,2,2,1,49,215,29,0,0,10,15,4,4
1,2017,Learning Features of Music From Scratch,34,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2017_108_paper.json,3,0,2,2,4,2,0,1,0,0,0,3,1,0,4,0,0,0,1,23,11,2,17,2,3,22,0,6,0,4,1,2,1,1,0,0,1,0,41,114,141,31,21,26,24,19,16
0,2018,Deep Learning with Logged Bandit Feedback,21,5,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,7,8,6,7,good,ICLR_2018_29_paper.json,0,0,9,0,1,3,1,2,2,2,1,0,0,0,0,0,0,2,1,24,3,1,22,6,0,50,1,7,2,8,1,2,2,0,2,0,1,4,37,149,107,12,22,28,23,22,10
1,2020,Symplectic Recurrent Neural Networks,24,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Accept (Spotlight),Accepted,8,8,6,7.33,good,ICLR_2020_578_paper.json,3,0,5,0,1,1,0,3,0,0,0,3,1,0,0,0,1,0,9,27,7,2,21,15,2,43,1,11,4,8,2,1,3,3,0,0,0,2,46,171,136,0,6,46,41,47,19
1,2020,You Only Train Once: Loss-Conditional Training of Deep Networks,34,13,1,9,4,1,1,1,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_427_paper.json,0,4,1,1,1,5,5,6,0,0,0,4,1,1,0,0,3,0,1,33,2,5,23,7,1,55,0,17,1,9,2,3,0,1,2,3,6,0,41,178,33,0,0,9,12,14,7
1,2017,Neuro-Symbolic Program Synthesis,29,10,4,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,5,7,8,6.67,good,ICLR_2017_55_paper.json,2,0,4,1,2,1,0,1,0,3,0,6,0,0,0,0,2,1,2,25,5,0,26,31,5,59,1,16,2,7,0,2,1,3,3,0,2,4,56,223,10,56,40,55,50,36,14
0,2018,Latent Space Oddity: on the Curvature of Deep Generative Models,19,9,0,5,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Accept (Poster),Accepted,3,7,7,5.67,good,ICLR_2018_37_paper.json,2,0,2,1,1,2,0,0,1,0,0,2,0,0,0,0,2,1,6,20,5,1,23,9,1,32,6,16,1,9,0,0,0,1,1,0,0,2,77,184,169,17,31,44,40,40,21
1,2020,Double Neural Counterfactual Regret Minimization,41,8,15,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,6,8,,7,good,ICLR_2020_335_paper.json,7,0,9,2,3,3,4,8,3,2,0,5,2,1,1,0,0,0,10,60,19,1,41,31,0,78,2,34,1,10,4,3,5,3,4,1,5,3,141,386,38,1,5,11,10,14,2
0,2018,Auto-Conditioned Recurrent Networks for Extended Complex Human Motion Synthesis,45,10,5,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2018_43_paper.json,0,0,5,1,3,1,0,3,1,1,0,11,2,2,1,0,2,1,5,39,1,1,22,3,2,15,0,8,1,6,2,1,1,4,1,0,0,2,31,101,166,17,24,46,44,36,14
1,2020,A Fair Comparison of Graph Neural Networks for Graph Classification,30,11,1,3,4,2,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2020_145_paper.json,0,0,2,3,3,1,3,2,0,1,1,1,0,2,2,0,1,2,2,26,1,4,21,5,1,23,5,5,1,12,7,1,0,4,6,0,3,1,27,127,236,1,5,56,93,89,35
1,2018,Sobolev GAN,46,30,0,1,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2018_329_paper.json,3,1,7,5,2,5,5,4,1,0,0,3,1,0,0,0,2,0,7,46,1,0,28,4,1,89,2,8,2,11,1,0,0,0,2,0,2,1,64,216,2,,,,,,
0,2018,Smooth Loss Functions for Deep Top-k Classification,22,13,0,2,5,1,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Accept (Poster),Accepted,6,7,8,7,good,ICLR_2018_83_paper.json,0,0,1,0,0,2,0,3,1,0,0,9,0,0,2,0,2,1,4,25,4,2,38,8,1,105,1,20,0,15,1,0,2,3,1,3,1,1,106,312,75,4,18,19,18,19,9
1,2020,And the Bit Goes Down: Revisiting the Quantization of Neural Networks,45,10,3,1,4,0,0,1,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_594_paper.json,0,1,2,2,5,7,0,2,1,0,0,3,3,0,1,1,1,3,3,35,0,3,12,8,2,39,2,15,6,7,2,0,0,0,1,1,3,1,26,128,93,0,6,30,35,29,8
1,2019,The Lottery Ticket Hypothesis: Finding Sparse Trainable Neural Networks,58,21,19,9,12,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Oral),Accepted,5,9,9,7.67,good,ICLR_2019_22_paper.json,2,0,8,4,0,6,2,7,0,0,0,3,1,0,5,0,0,1,2,41,0,1,102,13,3,112,6,31,3,24,5,1,7,2,4,0,9,0,72,395,1792,0,0,0,275,492,233
1,2020,Neural Network Branching for Neural Network Verification ,19,7,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Talk),Accepted,6,8,8,7.33,good,ICLR_2020_647_paper.json,0,0,5,2,0,3,2,8,1,1,0,9,0,0,1,0,1,1,2,36,3,5,51,26,0,122,6,31,6,19,3,2,1,0,1,1,4,2,99,382,45,0,2,7,19,17,6
0,2019,Imposing Category Trees Onto Word-Embeddings Using A Geometric Construction,28,2,0,0,2,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,3,4,4,3.67,poor,ICLR_2019_435_paper.json,2,0,5,1,2,0,1,3,0,0,0,5,1,0,0,0,1,0,1,22,2,1,10,8,3,32,0,7,0,4,0,0,1,2,1,0,2,1,42,116,14,0,6,6,1,1,1
1,2020,Learning Disentangled Representations for CounterFactual Regression,24,2,1,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,Accept (Poster),Accepted,8,8,3,6.33,good,ICLR_2020_65_paper.json,1,0,0,2,0,0,2,4,0,1,0,4,0,0,3,0,2,1,0,20,6,0,17,4,2,36,3,1,0,8,0,0,0,0,1,0,1,1,41,121,65,0,1,10,22,33,10
1,2019,Diversity and Depth in Per-Example Routing Models,48,23,13,7,5,5,0,0,5,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_105_paper.json,1,0,4,5,6,0,2,8,0,0,0,4,0,0,1,0,1,0,7,39,0,0,34,9,0,17,1,7,2,3,5,2,1,2,2,1,0,2,40,128,26,0,7,5,8,6,2
1,2019,Visual Explanation by Interpretation: Improving Visual Feedback Capabilities of Deep Neural Networks,33,12,0,3,2,3,0,1,7,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,8,5,4,5.67,good,ICLR_2019_178_paper.json,0,1,3,2,2,3,3,9,1,1,0,10,0,0,3,1,3,0,1,43,0,2,23,6,1,75,4,14,8,16,2,0,0,1,3,0,6,3,45,209,44,3,12,11,9,8,6
0,2020,Neural Execution of Graph Algorithms,33,11,19,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,8,1,5.67,good,ICLR_2020_254_paper.json,0,0,1,0,1,2,5,5,0,2,0,2,0,0,1,0,1,0,1,21,0,0,16,9,0,44,1,7,0,7,3,0,1,0,1,0,2,3,26,120,105,0,0,34,36,37,14
1,2018,Learning Sparse Neural Networks through L_0 Regularization,31,12,12,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2018_331_paper.json,1,1,7,3,0,2,1,9,1,0,0,2,1,0,2,0,0,1,3,34,1,1,15,2,2,38,1,6,1,9,1,1,0,0,0,0,2,1,51,132,755,54,139,209,206,167,56
1,2019,Diversity is All You Need: Learning Skills without a Reward Function,50,21,16,1,10,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,Accept (Poster),Accepted,8,7,7,7.33,good,ICLR_2019_325_paper.json,1,0,2,0,1,4,2,5,0,2,0,3,0,1,1,0,1,0,5,28,2,1,36,9,2,94,5,28,3,15,0,1,4,2,1,0,1,5,48,257,655,41,100,144,168,224,77
0,2019,The Neuro-Symbolic Concept Learner: Interpreting Scenes Words and Sentences From Natural Supervision,53,24,0,3,8,2,1,2,7,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,Accept (Oral),Accepted,6,7,9,7.33,good,ICLR_2019_21_paper.json,1,1,3,6,1,1,2,11,1,3,3,3,2,1,2,0,0,0,5,46,3,3,21,33,2,67,6,29,6,10,0,5,1,3,2,1,3,2,76,273,406,1,55,127,114,129,46
0,2020,Probabilistic Connection Importance Inference and Lossless Compression of Deep Neural Networks,27,2,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_267_paper.json,2,0,3,0,0,1,1,2,0,0,1,5,1,1,1,0,1,0,5,24,2,1,15,8,0,47,4,5,4,3,1,0,1,1,3,0,2,2,76,175,5,0,0,1,2,2,2
0,2020,word2ket: Space-efficient Word Embeddings inspired by Quantum Entanglement,30,12,9,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Accept (Spotlight),Accepted,8,8,3,6.33,good,ICLR_2020_613_paper.json,0,0,2,0,0,1,1,6,0,0,0,4,0,0,2,0,0,0,5,21,7,0,8,3,1,21,1,8,1,1,0,1,2,0,0,0,1,1,42,98,16,0,2,8,4,2,0
0,2019,Meta-learning with differentiable closed-form solvers,63,21,4,5,7,4,0,1,7,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,Accept (Poster),Accepted,5,2,7,4.67,good,ICLR_2019_273_paper.json,7,0,7,3,5,2,2,9,1,1,0,11,0,0,3,0,3,1,4,59,1,0,31,7,2,30,1,21,1,13,3,2,0,0,1,1,5,5,45,169,576,6,59,144,191,200,65
1,2020,Four Things Everyone Should Know to Improve Batch Normalization,44,15,5,4,10,2,2,3,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_233_paper.json,1,1,7,1,4,1,1,4,1,1,0,7,1,1,1,0,2,0,4,38,0,2,43,2,1,37,1,4,1,10,2,0,3,2,0,1,2,1,27,139,36,0,0,8,15,14,5
1,2018,Emergent Translation in Multi-Agent Communication,52,34,9,5,4,3,0,1,2,0,8,1,2,0,0,1,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,7,5,6.67,good,ICLR_2018_77_paper.json,0,0,3,1,1,1,1,12,0,1,0,3,0,0,3,0,1,2,6,35,0,0,21,7,1,50,1,28,0,19,2,1,0,0,1,3,5,4,34,177,8,6,18,10,8,8,4
1,2020,ES-MAML: Simple Hessian-Free Meta Learning,34,16,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,8,8,1,5.67,good,ICLR_2020_48_paper.json,3,0,11,4,2,2,0,5,1,1,0,2,3,0,3,0,2,0,9,48,6,2,41,16,2,49,2,13,4,9,0,0,1,0,2,1,1,5,51,205,78,0,3,24,37,18,4
1,2020,AutoQ: Automated Kernel-Wise Neural Network Quantization ,38,23,2,2,3,2,1,0,5,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,Accept (Poster),Accepted,6,3,8,5.67,good,ICLR_2020_35_paper.json,0,0,3,2,1,1,0,4,0,0,1,8,2,0,1,0,0,1,2,26,1,0,24,29,0,19,0,6,1,0,0,0,2,1,4,0,0,1,28,116,45,0,3,10,15,20,9
1,2018,Learning how to explain neural networks: PatternNet and PatternAttribution,26,11,2,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2018_262_paper.json,0,0,5,2,2,3,0,4,0,2,0,1,0,0,0,0,3,0,5,27,6,0,33,22,0,59,1,5,1,5,0,0,1,3,1,0,1,2,68,208,296,32,82,79,60,47,6
1,2020,Fantastic Generalization Measures and Where to Find Them,55,18,19,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Accept (Poster),Accepted,8,3,8,6.33,good,ICLR_2020_385_paper.json,2,0,9,0,0,6,7,6,1,0,0,5,3,1,6,0,0,0,8,54,5,4,63,2,2,126,9,10,5,7,5,0,0,1,1,1,2,3,101,347,320,1,6,68,111,144,51
0,2019,Competitive experience replay,57,30,23,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Accept (Poster),Accepted,5,7,6,6,good,ICLR_2019_355_paper.json,1,0,2,2,4,1,1,3,1,0,0,10,1,0,1,0,1,0,1,29,3,1,25,4,0,42,2,6,1,11,4,1,2,0,1,0,1,2,39,145,31,0,6,9,11,7,4
1,2020,Meta Dropout: Learning to Perturb Latent Features for Generalization,49,17,2,11,13,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,3,6,5.67,good,ICLR_2020_376_paper.json,3,0,1,2,0,5,5,7,0,2,0,5,0,0,1,0,3,0,4,38,4,0,18,9,2,42,2,13,1,11,4,0,2,2,2,1,0,2,25,140,35,1,0,10,10,16,7
0,2017,Neural Program Lattices,26,16,11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Accept (Poster),Accepted,4,7,7,6,good,ICLR_2017_45_paper.json,0,0,1,3,3,3,3,5,0,3,0,4,2,0,2,0,3,2,2,36,2,1,16,21,3,66,2,7,2,11,2,0,0,1,0,0,11,3,55,203,27,9,4,5,3,0,2
1,2020,Domain Adaptive Multibranch Networks,50,21,3,4,3,5,0,3,15,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,6,3,8,5.67,good,ICLR_2020_507_paper.json,2,0,2,3,2,0,4,10,0,1,0,5,0,1,2,0,2,3,3,40,2,2,12,5,1,47,3,9,8,6,1,0,0,1,1,0,2,3,40,143,10,0,0,5,4,1,0
1,2020,Principled Weight Initialization for Hypernetworks,35,15,19,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Accept (Talk),Accepted,8,8,8,8,good,ICLR_2020_643_paper.json,0,1,6,1,1,1,0,2,0,1,0,9,0,0,4,0,2,1,4,33,4,2,17,3,2,31,0,10,0,7,3,1,1,2,1,0,1,1,53,139,36,0,0,10,11,16,10
1,2019,Three Mechanisms of Weight Decay Regularization,31,11,16,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2019_40_paper.json,1,1,9,0,2,5,4,7,0,2,0,2,1,0,4,0,0,0,3,41,2,0,35,3,1,46,2,9,1,6,4,1,1,0,2,0,2,2,69,186,170,2,21,70,37,41,13
